model_key,model,item_id,word,target,distractor,neutral_word,hook_name,triplet_selected_layer,m_clean,m_corrupt,m_matched,m_swap_mean,matched_item_recovery,swap_item_recovery_mean,matched_minus_swap_margin,swap_below_matched_margin,n_swaps_per_item
qwen25_15b_instruct,qwen25_15b_instruct,17,dirty,clean,filthy,note,blocks.15.hook_resid_pre,15,7.479722499847412,1.2539024353027344,8.690827369689941,1.7085386753082275,1.194529414176941,0.07302431411318706,6.9822886943817135,True,10
qwen25_15b_instruct,qwen25_15b_instruct,19,poor,rich,needy,number,blocks.15.hook_resid_pre,15,6.321523189544678,3.6028642654418945,5.569920539855957,3.48522135913372,0.7235391736030579,-0.043272403634449674,2.084699180722237,True,10
qwen25_15b_instruct,qwen25_15b_instruct,21,dangerous,safe,risky,cell,blocks.15.hook_resid_pre,15,8.362508773803711,4.278730392456055,9.568022727966309,4.436579179763794,1.2951956987380981,0.03865263306860667,5.1314435482025145,True,10
qwen25_15b_instruct,qwen25_15b_instruct,24,loud,quiet,noisy,entry,blocks.15.hook_resid_pre,15,9.632678985595703,5.573264122009277,9.835854530334473,3.4310685992240906,1.0500504970550537,-0.527710420041324,6.404785931110382,True,10
qwen25_15b_instruct,qwen25_15b_instruct,25,quiet,loud,silent,field,blocks.15.hook_resid_pre,15,6.307910919189453,4.839617729187012,5.909621715545654,-6.809700155258179,0.7287399768829346,-7.933918078327273,12.719321870803833,True,10
qwen25_15b_instruct,qwen25_15b_instruct,26,clear,confusing,plain,number,blocks.15.hook_resid_pre,15,9.777856826782227,7.893925666809082,13.450969696044922,-3.995125722885132,2.949706554412842,-6.310767422023898,17.446095418930053,True,10
qwen25_15b_instruct,qwen25_15b_instruct,27,confusing,clear,unclear,word,blocks.15.hook_resid_pre,15,6.686044216156006,-7.486591339111328,4.193131446838379,-2.680858540534973,0.8241037726402283,0.33908531819276194,6.873989987373352,True,10
qwen25_15b_instruct,qwen25_15b_instruct,28,empty,full,vacant,path,blocks.15.hook_resid_pre,15,1.3001148700714111,-1.8500423431396484,-1.3111414909362793,-5.08977370262146,0.1710710972547531,-1.0284348177592844,3.7786322116851805,True,10
qwen25_15b_instruct,qwen25_15b_instruct,29,full,empty,complete,image,blocks.15.hook_resid_pre,15,10.280128479003906,5.991114616394043,13.635712623596191,3.8082035899162294,1.78236722946167,-0.5089540617967397,9.827509033679963,True,10
qwen25_15b_instruct,qwen25_15b_instruct,35,shallow,deep,superficial,signal,blocks.15.hook_resid_pre,15,3.572244644165039,-1.5766019821166992,1.6774568557739258,-2.971787142753601,0.6319976449012756,-0.27097042539883165,4.649243998527527,True,10
qwen25_15b_instruct,qwen25_15b_instruct,37,far,near,distant,page,blocks.15.hook_resid_pre,15,8.513886451721191,0.1072845458984375,6.3748931884765625,0.37719000577926637,0.7455579042434692,0.032106368649844286,5.997703182697296,True,10
qwen25_15b_instruct,qwen25_15b_instruct,38,young,old,youthful,label,blocks.15.hook_resid_pre,15,7.896060943603516,4.5253753662109375,6.253437519073486,-2.2294995546340943,0.5126737952232361,-2.0040062372327,8.48293707370758,True,10
qwen25_15b_instruct,qwen25_15b_instruct,42,open,closed,unlocked,phrase,blocks.15.hook_resid_pre,15,10.842547416687012,10.990849494934082,10.47706413269043,2.0672478079795837,3.464451551437378,60.1717912009826,8.409816324710846,True,10
qwen25_15b_instruct,qwen25_15b_instruct,43,closed,open,shut,rule,blocks.15.hook_resid_pre,15,9.286639213562012,5.529094696044922,10.967242240905762,0.7073414087295532,1.4472609758377075,-1.2832192046793067,10.259900832176209,True,10
qwen25_15b_instruct,qwen25_15b_instruct,45,cruel,kind,mean,page,blocks.15.hook_resid_pre,15,5.066211223602295,-0.3650531768798828,1.8887463808059692,-0.9771071180701256,0.41496771574020386,-0.11269087565243661,2.8658534988760946,True,10
qwen25_15b_instruct,qwen25_15b_instruct,47,calm,anxious,peaceful,thing,blocks.15.hook_resid_pre,15,12.885706901550293,12.805843353271484,11.425130844116211,-2.1460763216018677,-17.288394927978516,-187.2183242181436,13.571207165718079,True,10
qwen25_15b_instruct,qwen25_15b_instruct,49,honest,dishonest,truthful,note,blocks.15.hook_resid_pre,15,6.952249050140381,7.781802177429199,5.813106060028076,1.4703057289123536,2.3732006549835205,7.608308908610053,4.342800331115723,True,10
qwen25_15b_instruct,qwen25_15b_instruct,50,lazy,active,idle,piece,blocks.15.hook_resid_pre,15,8.587199211120605,-3.530604362487793,6.526251792907715,-1.5260692536830902,0.8299239873886108,0.16542066362343247,8.052321046590805,True,10
qwen25_15b_instruct,qwen25_15b_instruct,51,active,lazy,busy,letter,blocks.15.hook_resid_pre,15,6.3956122398376465,5.906100749969482,4.062417507171631,-3.52163987159729,-3.766373872756958,-19.25948791131719,7.584057378768921,True,10
qwen25_15b_instruct,qwen25_15b_instruct,52,complex,simple,complicated,set,blocks.15.hook_resid_pre,15,5.284477233886719,2.8078222274780273,6.954646110534668,-0.9588151931762695,1.6743648052215576,-1.5208567244560085,7.913461303710937,True,10
qwen25_15b_instruct,qwen25_15b_instruct,55,false,true,fake,marker,blocks.15.hook_resid_pre,15,5.441898822784424,-1.0223112106323242,4.605518341064453,2.1628363490104676,0.8706136345863342,0.49273577794922574,2.4426819920539855,True,10
qwen25_15b_instruct,qwen25_15b_instruct,56,thick,thin,dense,entry,blocks.15.hook_resid_pre,15,9.024317741394043,8.014510154724121,9.849200248718262,2.4043599367141724,1.816870927810669,-5.555662575789056,7.444840312004089,True,10
qwen25_15b_instruct,qwen25_15b_instruct,63,bad,good,poor,object,blocks.15.hook_resid_pre,15,4.622865200042725,0.7153387069702148,3.936582565307617,1.2678681790828705,0.8243690133094788,0.14140133741695982,2.668714386224747,True,10
qwen25_15b_instruct,qwen25_15b_instruct,64,wrong,right,incorrect,unit,blocks.15.hook_resid_pre,15,4.131417751312256,-11.230049133300781,4.1196513175964355,2.2100285649299622,0.9992340207099915,0.8749214760537001,1.9096227526664733,True,10
gemma2_2b_base,gemma2_2b_base,0,small,big,tiny,thing,blocks.12.hook_resid_mid,12,7.911781311035156,2.099459648132324,4.770815849304199,2.1651235580444337,0.4596022665500641,0.011297363380834487,2.6056922912597655,True,10
gemma2_2b_base,gemma2_2b_base,1,large,small,big,sign,blocks.12.hook_resid_mid,12,6.253056526184082,4.297301292419434,5.269466400146484,0.35605459213256835,0.49707913398742676,-2.0152044756134075,4.913411808013916,True,10
gemma2_2b_base,gemma2_2b_base,2,hot,cold,warm,point,blocks.12.hook_resid_mid,12,8.672128677368164,6.938841819763184,8.88669490814209,-1.525634527206421,1.1237915754318237,-4.8834826790677,10.41232943534851,True,10
gemma2_2b_base,gemma2_2b_base,3,cold,hot,chilly,node,blocks.12.hook_resid_mid,12,17.816896438598633,11.957763671875,19.101123809814453,11.924818420410157,1.2191839218139648,-0.005622888706661966,7.1763053894042965,True,10
gemma2_2b_base,gemma2_2b_base,4,happy,sad,glad,phrase,blocks.12.hook_resid_mid,12,8.788891792297363,5.115024566650391,9.842669486999512,3.859081840515137,1.2868306636810303,-0.3418584965095141,5.983587646484375,True,10
gemma2_2b_base,gemma2_2b_base,5,sad,happy,unhappy,group,blocks.12.hook_resid_mid,12,8.386860847473145,4.310332298278809,8.367481231689453,5.5784910202026365,0.9952460527420044,0.3110879039898936,2.7889902114868166,True,10
gemma2_2b_base,gemma2_2b_base,6,fast,slow,quick,step,blocks.12.hook_resid_mid,12,4.929042816162109,3.2529144287109375,4.60524845123291,0.22406845092773436,0.8068200945854187,-1.8070489113241859,4.381180000305176,True,10
gemma2_2b_base,gemma2_2b_base,7,slow,fast,sluggish,frame,blocks.12.hook_resid_mid,12,14.893295288085938,9.242738723754883,14.924100875854492,9.340849590301513,1.0054517984390259,0.017363044760219135,5.583251285552979,True,10
gemma2_2b_base,gemma2_2b_base,9,dark,bright,dim,entry,blocks.12.hook_resid_mid,12,4.285802841186523,2.3039751052856445,5.89555549621582,0.3238023281097412,1.8122565746307373,-0.9991649331094746,5.5717531681060795,True,10
gemma2_2b_base,gemma2_2b_base,10,hard,soft,tough,record,blocks.12.hook_resid_mid,12,11.6045560836792,4.171212196350098,11.377673149108887,5.30880560874939,0.969477653503418,0.15303925523187986,6.068867540359497,True,10
gemma2_2b_base,gemma2_2b_base,11,soft,hard,gentle,index,blocks.12.hook_resid_mid,12,15.351018905639648,7.307106018066406,17.877117156982422,8.007767534255981,1.3140385150909424,0.08710456291390253,9.86934962272644,True,10
gemma2_2b_base,gemma2_2b_base,12,strong,weak,powerful,rule,blocks.12.hook_resid_mid,12,7.445586204528809,5.152812957763672,5.755537033081055,1.3443846702575684,0.2628799378871918,-1.661057539326838,4.411152362823486,True,10
gemma2_2b_base,gemma2_2b_base,13,weak,strong,frail,link,blocks.12.hook_resid_mid,12,9.175460815429688,8.84713077545166,12.453532218933105,6.512535524368286,10.984073638916016,-7.110513711263248,5.940996694564819,True,10
gemma2_2b_base,gemma2_2b_base,14,old,new,aged,frame,blocks.12.hook_resid_mid,12,20.312763214111328,11.267925262451172,20.258575439453125,13.02864580154419,0.9940089583396912,0.1946657915269607,7.229929637908935,True,10
gemma2_2b_base,gemma2_2b_base,15,new,old,fresh,item,blocks.12.hook_resid_mid,12,8.50243854522705,6.116247177124023,6.409848213195801,1.2377163887023925,0.12304169684648514,-2.044484299807002,5.172131824493408,True,10
gemma2_2b_base,gemma2_2b_base,17,dirty,clean,filthy,type,blocks.12.hook_resid_mid,12,12.743982315063477,7.232062339782715,15.518623352050781,8.459311580657959,1.5033892393112183,0.22265367537610725,7.059311771392823,True,10
gemma2_2b_base,gemma2_2b_base,18,rich,poor,wealthy,key,blocks.12.hook_resid_mid,12,9.69563102722168,3.0653390884399414,8.32365608215332,3.7129782915115355,0.7930747270584106,0.0976788366260977,4.610677790641785,True,10
gemma2_2b_base,gemma2_2b_base,19,poor,rich,needy,number,blocks.12.hook_resid_mid,12,12.471339225769043,9.86377239227295,12.233990669250488,5.706571626663208,0.9089769721031189,-1.594283495328853,6.5274190425872805,True,10
gemma2_2b_base,gemma2_2b_base,20,safe,dangerous,secure,mark,blocks.12.hook_resid_mid,12,1.8247461318969727,-0.34389400482177734,2.892061233520508,-0.6041306018829345,1.4921586513519287,-0.11999989885592861,3.4961918354034425,True,10
gemma2_2b_base,gemma2_2b_base,21,dangerous,safe,risky,zone,blocks.12.hook_resid_mid,12,5.153412818908691,2.361347198486328,4.009747505187988,-1.1636886119842529,0.5903874039649963,-1.2625189697143793,5.173436117172241,True,10
gemma2_2b_base,gemma2_2b_base,22,easy,hard,simple,label,blocks.12.hook_resid_mid,12,6.984536170959473,2.264033317565918,5.324001312255859,-5.8555920124053955,0.6482292413711548,-1.72007635248735,11.179593324661255,True,10
gemma2_2b_base,gemma2_2b_base,23,difficult,easy,hard,token,blocks.12.hook_resid_mid,12,6.1106367111206055,3.017618179321289,5.510908126831055,0.4690116882324219,0.8061025142669678,-0.823986815755111,5.0418964385986325,True,10
gemma2_2b_base,gemma2_2b_base,24,loud,quiet,noisy,sign,blocks.12.hook_resid_mid,12,6.178540229797363,4.840959548950195,6.737061500549316,2.178069019317627,1.4175608158111572,-1.9908260995112492,4.558992481231689,True,10
gemma2_2b_base,gemma2_2b_base,25,quiet,loud,silent,node,blocks.12.hook_resid_mid,12,6.158251762390137,5.1109619140625,10.155978202819824,1.9003916263580323,4.817211151123047,-3.0655985951083764,8.255586576461791,True,10
gemma2_2b_base,gemma2_2b_base,26,clear,confusing,plain,index,blocks.12.hook_resid_mid,12,-1.0224504470825195,-3.0487136840820312,1.7768077850341797,-7.197541427612305,2.3814878463745117,-2.047526534446656,8.974349212646484,True,10
gemma2_2b_base,gemma2_2b_base,27,confusing,clear,unclear,group,blocks.12.hook_resid_mid,12,7.894839286804199,3.1773529052734375,7.730131149291992,3.6764156341552736,0.9650856256484985,0.10578996705442463,4.053715515136719,True,10
gemma2_2b_base,gemma2_2b_base,28,empty,full,vacant,area,blocks.12.hook_resid_mid,12,16.11947250366211,9.65050220489502,12.467397689819336,4.384120082855224,0.4354472756385803,-0.81409898002523,8.083277606964112,True,10
gemma2_2b_base,gemma2_2b_base,30,heavy,light,weighty,name,blocks.12.hook_resid_mid,12,13.462727546691895,6.244769096374512,10.941413879394531,7.397364473342895,0.6506888270378113,0.1596844017462725,3.544049406051636,True,10
gemma2_2b_base,gemma2_2b_base,31,light,dark,bright,tag,blocks.12.hook_resid_mid,12,4.882569313049316,5.458037376403809,6.835920333862305,-0.05422773361206055,-2.394369125366211,9.57875069188727,6.890148067474366,True,10
gemma2_2b_base,gemma2_2b_base,32,narrow,wide,thin,type,blocks.12.hook_resid_mid,12,9.1420316696167,7.401723861694336,9.742203712463379,3.3942992210388185,1.3448654413223267,-2.3027102575835205,6.34790449142456,True,10
gemma2_2b_base,gemma2_2b_base,33,wide,narrow,broad,node,blocks.12.hook_resid_mid,12,3.7278499603271484,0.24587249755859375,5.5988054275512695,2.355845403671265,1.5373255014419556,0.605969719411972,3.2429600238800047,True,10
gemma2_2b_base,gemma2_2b_base,34,deep,shallow,profound,letter,blocks.12.hook_resid_mid,12,7.068190574645996,4.850863456726074,6.720691204071045,2.5182737350463866,0.8432800769805908,-1.051982678977874,4.202417469024658,True,10
gemma2_2b_instruct,gemma2_2b_instruct,0,small,big,tiny,symbol,blocks.3.hook_resid_pre,3,14.359918594360352,7.859707355499268,14.95970630645752,-0.48690214157104494,1.0922720432281494,-1.2840520392892247,15.446608448028565,True,10
gemma2_2b_instruct,gemma2_2b_instruct,9,dark,bright,dim,sign,blocks.3.hook_resid_pre,3,6.012541770935059,3.952353000640869,6.822742938995361,-3.106100606918335,1.3932654857635498,-3.4261198339370016,9.928843545913697,True,10
gemma2_2b_instruct,gemma2_2b_instruct,14,old,new,aged,row,blocks.3.hook_resid_pre,3,12.891473770141602,3.4675374031066895,13.184087753295898,-3.789842414855957,1.0310500860214233,-0.7701006424593951,16.973930168151856,True,10
gemma2_2b_instruct,gemma2_2b_instruct,21,dangerous,safe,risky,place,blocks.3.hook_resid_pre,3,16.01422691345215,15.432144165039062,14.932327270507812,2.746862268447876,-0.8586698174476624,-21.792918500289993,12.185465002059937,True,10
gemma2_2b_instruct,gemma2_2b_instruct,26,clear,confusing,plain,part,blocks.3.hook_resid_pre,3,14.751428604125977,12.276448249816895,15.161296844482422,-1.5862437248229981,1.165604591369629,-5.601132126363813,16.74754056930542,True,10
gemma2_2b_instruct,gemma2_2b_instruct,28,empty,full,vacant,map,blocks.3.hook_resid_pre,3,2.0355758666992188,0.059710025787353516,1.9251937866210938,-8.966935777664185,0.9441348314285278,-4.5684507604452165,10.892129564285279,True,10
gemma2_2b_instruct,gemma2_2b_instruct,30,heavy,light,weighty,term,blocks.3.hook_resid_pre,3,15.41910457611084,12.606573104858398,16.128337860107422,-1.3662874698638916,1.2521690130233765,-4.96807261271287,17.494625329971313,True,10
gemma2_2b_instruct,gemma2_2b_instruct,35,shallow,deep,superficial,link,blocks.3.hook_resid_pre,3,3.125614881515503,2.3270769119262695,2.561300277709961,-7.717623901367188,0.29331526160240173,-12.578864369418067,10.278924179077148,True,10
gemma2_2b_instruct,gemma2_2b_instruct,36,near,far,close,column,blocks.3.hook_resid_pre,3,12.363710403442383,9.048368453979492,13.290081977844238,6.495114064216613,1.2794196605682373,-0.7701330447004191,6.794967913627625,True,10
gemma2_2b_instruct,gemma2_2b_instruct,38,young,old,youthful,term,blocks.3.hook_resid_pre,3,3.017080783843994,0.4144887924194336,2.7519450187683105,-0.23473424911499025,0.8981262445449829,-0.24945248570409365,2.986679267883301,True,10
gemma2_2b_instruct,gemma2_2b_instruct,42,open,closed,unlocked,rule,blocks.3.hook_resid_pre,3,12.719378471374512,8.04918098449707,14.211023330688477,-2.9949607849121094,1.3193964958190918,-2.3648125802905704,17.205984115600586,True,10
gemma2_2b_instruct,gemma2_2b_instruct,43,closed,open,shut,set,blocks.3.hook_resid_pre,3,12.862140655517578,10.686012268066406,13.05328369140625,-1.758190643787384,1.0878362655639648,-5.718505849018071,14.811474335193633,True,10
gemma2_2b_instruct,gemma2_2b_instruct,52,complex,simple,complicated,scene,blocks.3.hook_resid_pre,3,13.130030632019043,6.21049165725708,11.067192077636719,2.936633992195129,0.7018820643424988,-0.4731323397415467,8.130558085441589,True,10
gemma2_2b_instruct,gemma2_2b_instruct,58,sharp,dull,pointed,area,blocks.3.hook_resid_pre,3,21.26662254333496,16.323143005371094,22.217121124267578,4.04705924987793,1.1922731399536133,-2.483288068903279,18.17006187438965,True,10
olmo_1b_base,olmo_1b_base,0,small,big,tiny,thing,blocks.2.hook_resid_pre,2,5.191061973571777,3.4001312255859375,4.960313320159912,2.042231321334839,0.8711571097373962,-0.758209051789553,2.9180819988250732,True,10
olmo_1b_base,olmo_1b_base,1,large,small,big,case,blocks.2.hook_resid_pre,2,3.7156476974487305,1.2580442428588867,3.4664316177368164,-0.05089030265808105,0.8985938429832458,-0.5326060813726434,3.5173219203948975,True,10
olmo_1b_base,olmo_1b_base,2,hot,cold,warm,note,blocks.2.hook_resid_pre,2,3.6291580200195312,2.64453125,3.606962203979492,1.142824125289917,0.9774576425552368,-1.525153662722673,2.464138078689575,True,10
olmo_1b_base,olmo_1b_base,5,sad,happy,unhappy,index,blocks.2.hook_resid_pre,2,4.350714683532715,2.9969615936279297,4.413422107696533,2.419360399246216,1.046321153640747,-0.42666657508596256,1.9940617084503174,True,10
olmo_1b_base,olmo_1b_base,8,bright,dark,shiny,area,blocks.2.hook_resid_pre,2,6.913050651550293,5.46701717376709,7.5317816734313965,1.925779676437378,1.4278814792633057,-2.4489318897087338,5.606001996994019,True,10
olmo_1b_base,olmo_1b_base,9,dark,bright,dim,label,blocks.2.hook_resid_pre,2,4.126469135284424,3.350907325744629,4.00055456161499,0.6123099565505982,0.8376472592353821,-3.5311142651790286,3.388244605064392,True,10
olmo_1b_base,olmo_1b_base,10,hard,soft,tough,name,blocks.2.hook_resid_pre,2,4.751836776733398,3.3242626190185547,4.916717052459717,0.8116993427276611,1.1154968738555908,-1.7600229471180824,4.1050177097320555,True,10
olmo_1b_base,olmo_1b_base,11,soft,hard,gentle,sign,blocks.2.hook_resid_pre,2,7.709124565124512,5.076074123382568,8.160500526428223,2.616267681121826,1.1714270114898682,-0.9342040711659939,5.5442328453063965,True,10
