model_key,hf_id,family,params_b,tuning,tier,item_id,word,target,distractor,conflict_type,relation,prompt_style,condition,neutral_word,probe,mean_logprob_distractor,mean_logprob_target,n_cont_tokens_distractor,n_cont_tokens_target,sum_logprob_distractor,sum_logprob_target,score_sum_logprob,score_mean_logprob
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,0,small,big,tiny,antonym_remapping,synonym,game_rule,neutral,object,main,-10.135812759399414,-4.198312282562256,1,1,-10.135812759399414,-4.198312282562256,5.937500476837158,5.937500476837158
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,0,small,big,tiny,antonym_remapping,synonym,game_rule,neutral,symbol,main,-9.853050231933594,-4.665550708770752,1,1,-9.853050231933594,-4.665550708770752,5.187499523162842,5.187499523162842
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,0,small,big,tiny,antonym_remapping,synonym,game_rule,neutral,thing,main,-9.165179252624512,-3.8526790142059326,1,1,-9.165179252624512,-3.8526790142059326,5.312500238418579,5.312500238418579
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,0,small,big,tiny,antonym_remapping,synonym,glossary,conflict,,main,-8.080252647399902,-6.705252647399902,1,1,-8.080252647399902,-6.705252647399902,1.375,1.375
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,0,small,big,tiny,antonym_remapping,synonym,glossary,neutral,item,main,-11.252384185791016,-7.002383708953857,1,1,-11.252384185791016,-7.002383708953857,4.250000476837158,4.250000476837158
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,0,small,big,tiny,antonym_remapping,synonym,glossary,neutral,label,main,-10.883511543273926,-6.383511543273926,1,1,-10.883511543273926,-6.383511543273926,4.5,4.5
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,0,small,big,tiny,antonym_remapping,synonym,glossary,neutral,marker,main,-10.830513000488281,-6.705512523651123,1,1,-10.830513000488281,-6.705512523651123,4.125000476837158,4.125000476837158
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,0,small,big,tiny,antonym_remapping,synonym,glossary,neutral,object,main,-10.766242980957031,-6.391242980957031,1,1,-10.766242980957031,-6.391242980957031,4.375,4.375
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,0,small,big,tiny,antonym_remapping,synonym,glossary,neutral,symbol,main,-10.163679122924805,-5.851179599761963,1,1,-10.163679122924805,-5.851179599761963,4.312499523162842,4.312499523162842
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,0,small,big,tiny,antonym_remapping,synonym,glossary,neutral,thing,main,-10.582391738891602,-6.707391262054443,1,1,-10.582391738891602,-6.707391262054443,3.875000476837158,3.875000476837158
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,0,small,big,tiny,antonym_remapping,synonym,lexical_prior,probe,,lexical_prior,-4.417366981506348,-5.917366981506348,1,1,-4.417366981506348,-5.917366981506348,-1.5,-1.5
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,0,small,big,tiny,antonym_remapping,synonym,technical_document,conflict,,main,-9.359529495239258,-8.047029495239258,1,1,-9.359529495239258,-8.047029495239258,1.3125,1.3125
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,0,small,big,tiny,antonym_remapping,synonym,technical_document,neutral,item,main,-12.420367240905762,-7.170367240905762,1,1,-12.420367240905762,-7.170367240905762,5.25,5.25
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,0,small,big,tiny,antonym_remapping,synonym,technical_document,neutral,label,main,-11.976601600646973,-6.976601600646973,1,1,-11.976601600646973,-6.976601600646973,5.0,5.0
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,0,small,big,tiny,antonym_remapping,synonym,technical_document,neutral,marker,main,-11.79457950592041,-7.10707950592041,1,1,-11.79457950592041,-7.10707950592041,4.6875,4.6875
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,0,small,big,tiny,antonym_remapping,synonym,technical_document,neutral,object,main,-12.691667556762695,-6.847917079925537,1,1,-12.691667556762695,-6.847917079925537,5.843750476837158,5.843750476837158
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,0,small,big,tiny,antonym_remapping,synonym,technical_document,neutral,symbol,main,-11.62275218963623,-7.435252666473389,1,1,-11.62275218963623,-7.435252666473389,4.187499523162842,4.187499523162842
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,0,small,big,tiny,antonym_remapping,synonym,technical_document,neutral,thing,main,-11.814249992370605,-7.126749515533447,1,1,-11.814249992370605,-7.126749515533447,4.687500476837158,4.687500476837158
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,answer_prior,probe,,answer_prior,-11.49445915222168,-10.68195915222168,1,1,-11.49445915222168,-10.68195915222168,0.8125,0.8125
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,definition_scope,conflict,,main,-8.16634750366211,-6.728847503662109,1,1,-8.16634750366211,-6.728847503662109,1.4375,1.4375
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,definition_scope,neutral,case,main,-9.795228958129883,-6.420228958129883,1,1,-9.795228958129883,-6.420228958129883,3.375,3.375
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,definition_scope,neutral,entity,main,-10.029818534851074,-6.404818058013916,1,1,-10.029818534851074,-6.404818058013916,3.625000476837158,3.625000476837158
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,definition_scope,neutral,name,main,-10.059298515319824,-6.621798515319824,1,1,-10.059298515319824,-6.621798515319824,3.4375,3.4375
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,definition_scope,neutral,term,main,-10.083504676818848,-7.021004676818848,1,1,-10.083504676818848,-7.021004676818848,3.0625,3.0625
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,definition_scope,neutral,token,main,-9.776320457458496,-6.338820457458496,1,1,-9.776320457458496,-6.338820457458496,3.4375,3.4375
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,definition_scope,neutral,unit,main,-10.341577529907227,-6.904078006744385,1,1,-10.341577529907227,-6.904078006744385,3.437499523162842,3.437499523162842
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,game_rule,conflict,,main,-4.066148281097412,-2.816148281097412,1,1,-4.066148281097412,-2.816148281097412,1.25,1.25
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,game_rule,neutral,case,main,-8.037111282348633,-4.037111282348633,1,1,-8.037111282348633,-4.037111282348633,4.0,4.0
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,game_rule,neutral,entity,main,-7.349492073059082,-3.661991834640503,1,1,-7.349492073059082,-3.661991834640503,3.687500238418579,3.687500238418579
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,game_rule,neutral,name,main,-6.963347434997559,-3.5883476734161377,1,1,-6.963347434997559,-3.5883476734161377,3.374999761581421,3.374999761581421
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,game_rule,neutral,term,main,-6.9734954833984375,-3.2859952449798584,1,1,-6.9734954833984375,-3.2859952449798584,3.687500238418579,3.687500238418579
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,game_rule,neutral,token,main,-7.712803840637207,-3.275304079055786,1,1,-7.712803840637207,-3.275304079055786,4.437499761581421,4.437499761581421
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,game_rule,neutral,unit,main,-7.374422073364258,-3.9994218349456787,1,1,-7.374422073364258,-3.9994218349456787,3.375000238418579,3.375000238418579
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,glossary,conflict,,main,-7.957547187805176,-6.582547187805176,1,1,-7.957547187805176,-6.582547187805176,1.375,1.375
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,glossary,neutral,case,main,-10.335098266601562,-7.0225982666015625,1,1,-10.335098266601562,-7.0225982666015625,3.3125,3.3125
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,glossary,neutral,entity,main,-9.84722900390625,-5.90972900390625,1,1,-9.84722900390625,-5.90972900390625,3.9375,3.9375
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,glossary,neutral,name,main,-9.950423240661621,-6.262922763824463,1,1,-9.950423240661621,-6.262922763824463,3.687500476837158,3.687500476837158
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,glossary,neutral,term,main,-9.014552116394043,-5.389552593231201,1,1,-9.014552116394043,-5.389552593231201,3.624999523162842,3.624999523162842
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,glossary,neutral,token,main,-9.652902603149414,-6.152903079986572,1,1,-9.652902603149414,-6.152903079986572,3.499999523162842,3.499999523162842
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,glossary,neutral,unit,main,-11.03285026550293,-7.47035026550293,1,1,-11.03285026550293,-7.47035026550293,3.5625,3.5625
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,lexical_prior,probe,,lexical_prior,-3.2234318256378174,-4.535931587219238,1,1,-3.2234318256378174,-4.535931587219238,-1.312499761581421,-1.312499761581421
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,technical_document,conflict,,main,-8.201631546020508,-7.639132022857666,1,1,-8.201631546020508,-7.639132022857666,0.5624995231628418,0.5624995231628418
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,technical_document,neutral,case,main,-10.927568435668945,-7.427568435668945,1,1,-10.927568435668945,-7.427568435668945,3.5,3.5
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,technical_document,neutral,entity,main,-11.18790340423584,-6.75040340423584,1,1,-11.18790340423584,-6.75040340423584,4.4375,4.4375
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,technical_document,neutral,name,main,-10.849693298339844,-7.2871928215026855,1,1,-10.849693298339844,-7.2871928215026855,3.562500476837158,3.562500476837158
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,technical_document,neutral,term,main,-11.04397201538086,-7.418972015380859,1,1,-11.04397201538086,-7.418972015380859,3.625,3.625
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,technical_document,neutral,token,main,-10.677146911621094,-5.739646911621094,1,1,-10.677146911621094,-5.739646911621094,4.9375,4.9375
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,1,large,small,big,antonym_remapping,synonym,technical_document,neutral,unit,main,-11.681303977966309,-7.306304454803467,1,1,-11.681303977966309,-7.306304454803467,4.374999523162842,4.374999523162842
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,answer_prior,probe,,answer_prior,-13.355964660644531,-12.230964660644531,1,1,-13.355964660644531,-12.230964660644531,1.125,1.125
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,definition_scope,conflict,,main,-8.080182075500488,-5.330182075500488,1,1,-8.080182075500488,-5.330182075500488,2.75,2.75
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,definition_scope,neutral,code,main,-9.939766883850098,-4.814766883850098,1,1,-9.939766883850098,-4.814766883850098,5.125,5.125
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,definition_scope,neutral,entry,main,-10.207635879516602,-6.832635879516602,1,1,-10.207635879516602,-6.832635879516602,3.375,3.375
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,definition_scope,neutral,note,main,-10.454957962036133,-5.267457485198975,1,1,-10.454957962036133,-5.267457485198975,5.187500476837158,5.187500476837158
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,definition_scope,neutral,sample,main,-10.930608749389648,-7.118108749389648,1,1,-10.930608749389648,-7.118108749389648,3.8125,3.8125
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,definition_scope,neutral,sign,main,-11.401899337768555,-5.776899337768555,1,1,-11.401899337768555,-5.776899337768555,5.625,5.625
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,definition_scope,neutral,tag,main,-10.86002254486084,-6.11002254486084,1,1,-10.86002254486084,-6.11002254486084,4.75,4.75
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,game_rule,conflict,,main,-4.792044639587402,-2.2920446395874023,1,1,-4.792044639587402,-2.2920446395874023,2.5,2.5
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,game_rule,neutral,code,main,-8.746569633483887,-3.6215696334838867,1,1,-8.746569633483887,-3.6215696334838867,5.125,5.125
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,game_rule,neutral,entry,main,-7.419534683227539,-4.857034683227539,1,1,-7.419534683227539,-4.857034683227539,2.5625,2.5625
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,game_rule,neutral,note,main,-7.438240051269531,-3.6257402896881104,1,1,-7.438240051269531,-3.6257402896881104,3.812499761581421,3.812499761581421
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,game_rule,neutral,sample,main,-7.559852600097656,-3.8098528385162354,1,1,-7.559852600097656,-3.8098528385162354,3.749999761581421,3.749999761581421
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,game_rule,neutral,sign,main,-7.217168807983398,-3.5921688079833984,1,1,-7.217168807983398,-3.5921688079833984,3.625,3.625
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,game_rule,neutral,tag,main,-7.3408098220825195,-3.3408095836639404,1,1,-7.3408098220825195,-3.3408095836639404,4.000000238418579,4.000000238418579
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,glossary,conflict,,main,-9.203643798828125,-6.641143321990967,1,1,-9.203643798828125,-6.641143321990967,2.562500476837158,2.562500476837158
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,glossary,neutral,code,main,-10.084609031677246,-5.647108554840088,1,1,-10.084609031677246,-5.647108554840088,4.437500476837158,4.437500476837158
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,glossary,neutral,entry,main,-10.489422798156738,-7.176922798156738,1,1,-10.489422798156738,-7.176922798156738,3.3125,3.3125
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,glossary,neutral,note,main,-10.515826225280762,-6.015826225280762,1,1,-10.515826225280762,-6.015826225280762,4.5,4.5
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,glossary,neutral,sample,main,-10.976734161376953,-7.164234161376953,1,1,-10.976734161376953,-7.164234161376953,3.8125,3.8125
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,glossary,neutral,sign,main,-10.534626007080078,-6.534626007080078,1,1,-10.534626007080078,-6.534626007080078,4.0,4.0
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,glossary,neutral,tag,main,-10.394525527954102,-6.08202600479126,1,1,-10.394525527954102,-6.08202600479126,4.312499523162842,4.312499523162842
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,lexical_prior,probe,,lexical_prior,-3.2391631603240967,-3.1141631603240967,1,1,-3.2391631603240967,-3.1141631603240967,0.125,0.125
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,technical_document,conflict,,main,-7.925792694091797,-5.863292694091797,1,1,-7.925792694091797,-5.863292694091797,2.0625,2.0625
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,technical_document,neutral,code,main,-11.962202072143555,-6.399702072143555,1,1,-11.962202072143555,-6.399702072143555,5.5625,5.5625
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,technical_document,neutral,entry,main,-10.613445281982422,-6.925944805145264,1,1,-10.613445281982422,-6.925944805145264,3.687500476837158,3.687500476837158
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,technical_document,neutral,note,main,-11.925495147705078,-7.11299467086792,1,1,-11.925495147705078,-7.11299467086792,4.812500476837158,4.812500476837158
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,technical_document,neutral,sample,main,-12.02652645111084,-7.58902645111084,1,1,-12.02652645111084,-7.58902645111084,4.4375,4.4375
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,technical_document,neutral,sign,main,-11.34546947479248,-6.657968997955322,1,1,-11.34546947479248,-6.657968997955322,4.687500476837158,4.687500476837158
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,2,hot,cold,warm,antonym_remapping,synonym,technical_document,neutral,tag,main,-11.738216400146484,-6.363216400146484,1,1,-11.738216400146484,-6.363216400146484,5.375,5.375
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,3,cold,hot,chilly,antonym_remapping,synonym,answer_prior,probe,,answer_prior,-7.757138729095459,-11.61945915222168,2,1,-15.514277458190918,-11.61945915222168,3.8948183059692383,-3.8623204231262207
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,3,cold,hot,chilly,antonym_remapping,synonym,definition_scope,conflict,,main,-5.003725349903107,-6.203854084014893,2,1,-10.007450699806213,-6.203854084014893,3.803596615791321,-1.2001287341117859
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,3,cold,hot,chilly,antonym_remapping,synonym,definition_scope,neutral,class,main,-7.585672378540039,-6.414465427398682,2,1,-15.171344757080078,-6.414465427398682,8.756879329681396,1.1712069511413574
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,3,cold,hot,chilly,antonym_remapping,synonym,definition_scope,neutral,field,main,-7.357454895973206,-6.69948673248291,2,1,-14.714909791946411,-6.69948673248291,8.015423059463501,0.6579681634902954
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,3,cold,hot,chilly,antonym_remapping,synonym,definition_scope,neutral,point,main,-7.362271666526794,-6.591552734375,2,1,-14.724543333053589,-6.591552734375,8.132990598678589,0.7707189321517944
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,3,cold,hot,chilly,antonym_remapping,synonym,definition_scope,neutral,record,main,-8.060844421386719,-5.984304428100586,2,1,-16.121688842773438,-5.984304428100586,10.137384414672852,2.076539993286133
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,3,cold,hot,chilly,antonym_remapping,synonym,definition_scope,neutral,slot,main,-8.121671199798584,-7.624993801116943,2,1,-16.243342399597168,-7.624993801116943,8.618348598480225,0.4966773986816406
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,3,cold,hot,chilly,antonym_remapping,synonym,definition_scope,neutral,type,main,-7.08295464515686,-5.782120227813721,2,1,-14.16590929031372,-5.782120227813721,8.3837890625,1.3008344173431396
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,3,cold,hot,chilly,antonym_remapping,synonym,game_rule,conflict,,main,-3.6088819354772568,-2.8145880699157715,2,1,-7.2177638709545135,-2.8145880699157715,4.403175801038742,0.7942938655614853
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,3,cold,hot,chilly,antonym_remapping,synonym,game_rule,neutral,class,main,-5.647574424743652,-3.631429672241211,2,1,-11.295148849487305,-3.631429672241211,7.663719177246094,2.0161447525024414
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,3,cold,hot,chilly,antonym_remapping,synonym,game_rule,neutral,field,main,-5.72146064043045,-5.153507232666016,2,1,-11.4429212808609,-5.153507232666016,6.289414048194885,0.5679534077644348
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,3,cold,hot,chilly,antonym_remapping,synonym,game_rule,neutral,point,main,-5.1244160532951355,-3.865571975708008,2,1,-10.248832106590271,-3.865571975708008,6.383260130882263,1.2588440775871277
olmo_1b_base,allenai/OLMo-1B-hf,OLMo,1.0,base,anchor_1b2b,3,cold,hot,chilly,antonym_remapping,synonym,game_rule,neutral,record,main,-6.219069957733154,-3.0816280841827393,2,1,-12.438139915466309,-3.0816280841827393,9.35651183128357,3.137441873550415
