model_key,hf_id,family,params_b,tuning,tier,item_id,word,target,distractor,conflict_type,relation,prompt_style,condition,neutral_word,probe,mean_logprob_distractor,mean_logprob_target,n_cont_tokens_distractor,n_cont_tokens_target,sum_logprob_distractor,sum_logprob_target,score_sum_logprob,score_mean_logprob
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,0,small,big,tiny,antonym_remapping,synonym,glossary,neutral,marker,main,-11.21380615234375,-3.99505615234375,1,1,-11.21380615234375,-3.99505615234375,7.21875,7.21875
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,0,small,big,tiny,antonym_remapping,synonym,glossary,neutral,object,main,-11.021198272705078,-5.208698272705078,1,1,-11.021198272705078,-5.208698272705078,5.8125,5.8125
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,0,small,big,tiny,antonym_remapping,synonym,glossary,neutral,symbol,main,-11.341802597045898,-4.779302597045898,1,1,-11.341802597045898,-4.779302597045898,6.5625,6.5625
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,0,small,big,tiny,antonym_remapping,synonym,glossary,neutral,thing,main,-10.949983596801758,-4.387484073638916,1,1,-10.949983596801758,-4.387484073638916,6.562499523162842,6.562499523162842
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,0,small,big,tiny,antonym_remapping,synonym,lexical_prior,probe,,lexical_prior,-2.66192626953125,-7.53692626953125,1,1,-2.66192626953125,-7.53692626953125,-4.875,-4.875
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,0,small,big,tiny,antonym_remapping,synonym,technical_document,conflict,,main,-10.57831859588623,-6.1408185958862305,1,1,-10.57831859588623,-6.1408185958862305,4.4375,4.4375
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,0,small,big,tiny,antonym_remapping,synonym,technical_document,neutral,item,main,-11.290029525756836,-4.665030002593994,1,1,-11.290029525756836,-4.665030002593994,6.624999523162842,6.624999523162842
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,0,small,big,tiny,antonym_remapping,synonym,technical_document,neutral,label,main,-12.117673873901367,-4.992673873901367,1,1,-12.117673873901367,-4.992673873901367,7.125,7.125
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,0,small,big,tiny,antonym_remapping,synonym,technical_document,neutral,marker,main,-12.574584007263184,-4.918334007263184,1,1,-12.574584007263184,-4.918334007263184,7.65625,7.65625
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,0,small,big,tiny,antonym_remapping,synonym,technical_document,neutral,object,main,-12.001152992248535,-5.188652992248535,1,1,-12.001152992248535,-5.188652992248535,6.8125,6.8125
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,0,small,big,tiny,antonym_remapping,synonym,technical_document,neutral,symbol,main,-12.701485633850098,-5.576485633850098,1,1,-12.701485633850098,-5.576485633850098,7.125,7.125
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,0,small,big,tiny,antonym_remapping,synonym,technical_document,neutral,thing,main,-12.153097152709961,-4.715597152709961,1,1,-12.153097152709961,-4.715597152709961,7.4375,7.4375
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,1,large,small,big,antonym_remapping,synonym,answer_prior,probe,,answer_prior,-12.451313018798828,-11.185688018798828,1,1,-12.451313018798828,-11.185688018798828,1.265625,1.265625
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,1,large,small,big,antonym_remapping,synonym,definition_scope,conflict,,main,-10.634204864501953,-4.759204864501953,1,1,-10.634204864501953,-4.759204864501953,5.875,5.875
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,1,large,small,big,antonym_remapping,synonym,definition_scope,neutral,case,main,-12.141910552978516,-4.923160552978516,1,1,-12.141910552978516,-4.923160552978516,7.21875,7.21875
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,1,large,small,big,antonym_remapping,synonym,definition_scope,neutral,entity,main,-11.641380310058594,-4.578880786895752,1,1,-11.641380310058594,-4.578880786895752,7.062499523162842,7.062499523162842
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,1,large,small,big,antonym_remapping,synonym,definition_scope,neutral,name,main,-12.05876350402832,-4.5900139808654785,1,1,-12.05876350402832,-4.5900139808654785,7.468749523162842,7.468749523162842
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,1,large,small,big,antonym_remapping,synonym,definition_scope,neutral,term,main,-12.110390663146973,-5.172890663146973,1,1,-12.110390663146973,-5.172890663146973,6.9375,6.9375
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,1,large,small,big,antonym_remapping,synonym,definition_scope,neutral,token,main,-11.7849760055542,-4.316225528717041,1,1,-11.7849760055542,-4.316225528717041,7.468750476837158,7.468750476837158
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,1,large,small,big,antonym_remapping,synonym,definition_scope,neutral,unit,main,-12.156858444213867,-4.906858444213867,1,1,-12.156858444213867,-4.906858444213867,7.25,7.25
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,1,large,small,big,antonym_remapping,synonym,game_rule,conflict,,main,-3.8756799697875977,-0.4381798505783081,1,1,-3.8756799697875977,-0.4381798505783081,3.4375001192092896,3.4375001192092896
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,1,large,small,big,antonym_remapping,synonym,game_rule,neutral,case,main,-9.607622146606445,-1.763871669769287,1,1,-9.607622146606445,-1.763871669769287,7.843750476837158,7.843750476837158
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,1,large,small,big,antonym_remapping,synonym,game_rule,neutral,entity,main,-10.474919319152832,-2.381169319152832,1,1,-10.474919319152832,-2.381169319152832,8.09375,8.09375
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,1,large,small,big,antonym_remapping,synonym,game_rule,neutral,name,main,-10.91827392578125,-3.262024164199829,1,1,-10.91827392578125,-3.262024164199829,7.656249761581421,7.656249761581421
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,1,large,small,big,antonym_remapping,synonym,game_rule,neutral,term,main,-9.126649856567383,-1.5953998565673828,1,1,-9.126649856567383,-1.5953998565673828,7.53125,7.53125
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,1,large,small,big,antonym_remapping,synonym,game_rule,neutral,token,main,-11.020931243896484,-2.395930767059326,1,1,-11.020931243896484,-2.395930767059326,8.625000476837158,8.625000476837158
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,1,large,small,big,antonym_remapping,synonym,game_rule,neutral,unit,main,-11.090761184692383,-2.6220107078552246,1,1,-11.090761184692383,-2.6220107078552246,8.468750476837158,8.468750476837158
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,1,large,small,big,antonym_remapping,synonym,glossary,conflict,,main,-7.856253147125244,-4.668753147125244,1,1,-7.856253147125244,-4.668753147125244,3.1875,3.1875
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,1,large,small,big,antonym_remapping,synonym,glossary,neutral,case,main,-10.25466251373291,-5.317162036895752,1,1,-10.25466251373291,-5.317162036895752,4.937500476837158,4.937500476837158
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,1,large,small,big,antonym_remapping,synonym,glossary,neutral,entity,main,-9.876413345336914,-5.220163345336914,1,1,-9.876413345336914,-5.220163345336914,4.65625,4.65625
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,1,large,small,big,antonym_remapping,synonym,glossary,neutral,name,main,-10.081666946411133,-5.269166946411133,1,1,-10.081666946411133,-5.269166946411133,4.8125,4.8125
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,1,large,small,big,antonym_remapping,synonym,glossary,neutral,term,main,-9.885640144348145,-5.1356401443481445,1,1,-9.885640144348145,-5.1356401443481445,4.75,4.75
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,1,large,small,big,antonym_remapping,synonym,glossary,neutral,token,main,-9.593412399291992,-4.46841287612915,1,1,-9.593412399291992,-4.46841287612915,5.124999523162842,5.124999523162842
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,1,large,small,big,antonym_remapping,synonym,glossary,neutral,unit,main,-9.633049011230469,-5.039299011230469,1,1,-9.633049011230469,-5.039299011230469,4.59375,4.59375
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,1,large,small,big,antonym_remapping,synonym,lexical_prior,probe,,lexical_prior,-2.9799141883850098,-6.60491418838501,1,1,-2.9799141883850098,-6.60491418838501,-3.625,-3.625
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,1,large,small,big,antonym_remapping,synonym,technical_document,conflict,,main,-11.357901573181152,-6.8579020500183105,1,1,-11.357901573181152,-6.8579020500183105,4.499999523162842,4.499999523162842
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,1,large,small,big,antonym_remapping,synonym,technical_document,neutral,case,main,-11.834592819213867,-5.115842819213867,1,1,-11.834592819213867,-5.115842819213867,6.71875,6.71875
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,1,large,small,big,antonym_remapping,synonym,technical_document,neutral,entity,main,-11.41040325164795,-5.535403728485107,1,1,-11.41040325164795,-5.535403728485107,5.874999523162842,5.874999523162842
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,1,large,small,big,antonym_remapping,synonym,technical_document,neutral,name,main,-12.390932083129883,-6.765931606292725,1,1,-12.390932083129883,-6.765931606292725,5.625000476837158,5.625000476837158
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,1,large,small,big,antonym_remapping,synonym,technical_document,neutral,term,main,-12.7145357131958,-6.183285713195801,1,1,-12.7145357131958,-6.183285713195801,6.53125,6.53125
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,1,large,small,big,antonym_remapping,synonym,technical_document,neutral,token,main,-11.200705528259277,-4.669455051422119,1,1,-11.200705528259277,-4.669455051422119,6.531250476837158,6.531250476837158
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,1,large,small,big,antonym_remapping,synonym,technical_document,neutral,unit,main,-11.871234893798828,-5.683734893798828,1,1,-11.871234893798828,-5.683734893798828,6.1875,6.1875
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,2,hot,cold,warm,antonym_remapping,synonym,answer_prior,probe,,answer_prior,-13.212586402893066,-12.603211402893066,1,1,-13.212586402893066,-12.603211402893066,0.609375,0.609375
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,2,hot,cold,warm,antonym_remapping,synonym,definition_scope,conflict,,main,-8.139235496520996,-4.264235019683838,1,1,-8.139235496520996,-4.264235019683838,3.875000476837158,3.875000476837158
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,2,hot,cold,warm,antonym_remapping,synonym,definition_scope,neutral,code,main,-8.902087211608887,-3.7770872116088867,1,1,-8.902087211608887,-3.7770872116088867,5.125,5.125
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,2,hot,cold,warm,antonym_remapping,synonym,definition_scope,neutral,entry,main,-9.244328498840332,-3.681828022003174,1,1,-9.244328498840332,-3.681828022003174,5.562500476837158,5.562500476837158
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,2,hot,cold,warm,antonym_remapping,synonym,definition_scope,neutral,note,main,-9.417264938354492,-3.917264938354492,1,1,-9.417264938354492,-3.917264938354492,5.5,5.5
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,2,hot,cold,warm,antonym_remapping,synonym,definition_scope,neutral,sample,main,-10.806119918823242,-3.931119918823242,1,1,-10.806119918823242,-3.931119918823242,6.875,6.875
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,2,hot,cold,warm,antonym_remapping,synonym,definition_scope,neutral,sign,main,-9.178876876831055,-3.4913768768310547,1,1,-9.178876876831055,-3.4913768768310547,5.6875,5.6875
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,2,hot,cold,warm,antonym_remapping,synonym,definition_scope,neutral,tag,main,-10.066168785095215,-4.066169261932373,1,1,-10.066168785095215,-4.066169261932373,5.999999523162842,5.999999523162842
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,2,hot,cold,warm,antonym_remapping,synonym,game_rule,conflict,,main,-2.808540105819702,-0.6210401058197021,1,1,-2.808540105819702,-0.6210401058197021,2.1875,2.1875
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,2,hot,cold,warm,antonym_remapping,synonym,game_rule,neutral,code,main,-7.857417106628418,-1.482417345046997,1,1,-7.857417106628418,-1.482417345046997,6.374999761581421,6.374999761581421
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,2,hot,cold,warm,antonym_remapping,synonym,game_rule,neutral,entry,main,-9.674535751342773,-1.8932855129241943,1,1,-9.674535751342773,-1.8932855129241943,7.781250238418579,7.781250238418579
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,2,hot,cold,warm,antonym_remapping,synonym,game_rule,neutral,note,main,-8.72768497467041,-1.3214353322982788,1,1,-8.72768497467041,-1.3214353322982788,7.406249642372131,7.406249642372131
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,2,hot,cold,warm,antonym_remapping,synonym,game_rule,neutral,sample,main,-10.134958267211914,-1.3537087440490723,1,1,-10.134958267211914,-1.3537087440490723,8.781249523162842,8.781249523162842
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,2,hot,cold,warm,antonym_remapping,synonym,game_rule,neutral,sign,main,-9.501895904541016,-1.2518962621688843,1,1,-9.501895904541016,-1.2518962621688843,8.249999642372131,8.249999642372131
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,2,hot,cold,warm,antonym_remapping,synonym,game_rule,neutral,tag,main,-7.257951259613037,-1.4454513788223267,1,1,-7.257951259613037,-1.4454513788223267,5.8124998807907104,5.8124998807907104
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,2,hot,cold,warm,antonym_remapping,synonym,glossary,conflict,,main,-6.253311634063721,-4.128311634063721,1,1,-6.253311634063721,-4.128311634063721,2.125,2.125
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,2,hot,cold,warm,antonym_remapping,synonym,glossary,neutral,code,main,-7.317816257476807,-5.099066257476807,1,1,-7.317816257476807,-5.099066257476807,2.21875,2.21875
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,2,hot,cold,warm,antonym_remapping,synonym,glossary,neutral,entry,main,-7.392191410064697,-4.985941410064697,1,1,-7.392191410064697,-4.985941410064697,2.40625,2.40625
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,2,hot,cold,warm,antonym_remapping,synonym,glossary,neutral,note,main,-8.639327049255371,-5.201827049255371,1,1,-8.639327049255371,-5.201827049255371,3.4375,3.4375
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,2,hot,cold,warm,antonym_remapping,synonym,glossary,neutral,sample,main,-8.17392635345459,-4.67392635345459,1,1,-8.17392635345459,-4.67392635345459,3.5,3.5
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,2,hot,cold,warm,antonym_remapping,synonym,glossary,neutral,sign,main,-8.199889183044434,-4.449889183044434,1,1,-8.199889183044434,-4.449889183044434,3.75,3.75
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,2,hot,cold,warm,antonym_remapping,synonym,glossary,neutral,tag,main,-7.840256214141846,-4.621506214141846,1,1,-7.840256214141846,-4.621506214141846,3.21875,3.21875
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,2,hot,cold,warm,antonym_remapping,synonym,lexical_prior,probe,,lexical_prior,-2.164560079574585,-7.539560317993164,1,1,-2.164560079574585,-7.539560317993164,-5.375000238418579,-5.375000238418579
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,2,hot,cold,warm,antonym_remapping,synonym,technical_document,conflict,,main,-9.31137752532959,-6.31137752532959,1,1,-9.31137752532959,-6.31137752532959,3.0,3.0
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,2,hot,cold,warm,antonym_remapping,synonym,technical_document,neutral,code,main,-8.506304740905762,-4.44380521774292,1,1,-8.506304740905762,-4.44380521774292,4.062499523162842,4.062499523162842
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,2,hot,cold,warm,antonym_remapping,synonym,technical_document,neutral,entry,main,-9.8025484085083,-5.490048408508301,1,1,-9.8025484085083,-5.490048408508301,4.3125,4.3125
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,2,hot,cold,warm,antonym_remapping,synonym,technical_document,neutral,note,main,-9.14946460723877,-5.1494646072387695,1,1,-9.14946460723877,-5.1494646072387695,4.0,4.0
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,2,hot,cold,warm,antonym_remapping,synonym,technical_document,neutral,sample,main,-10.915960311889648,-5.415960311889648,1,1,-10.915960311889648,-5.415960311889648,5.5,5.5
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,2,hot,cold,warm,antonym_remapping,synonym,technical_document,neutral,sign,main,-9.369734764099121,-4.932234764099121,1,1,-9.369734764099121,-4.932234764099121,4.4375,4.4375
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,2,hot,cold,warm,antonym_remapping,synonym,technical_document,neutral,tag,main,-9.415111541748047,-5.290112018585205,1,1,-9.415111541748047,-5.290112018585205,4.124999523162842,4.124999523162842
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,3,cold,hot,chilly,antonym_remapping,synonym,answer_prior,probe,,answer_prior,-15.446430206298828,-11.966938018798828,1,1,-15.446430206298828,-11.966938018798828,3.4794921875,3.4794921875
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,3,cold,hot,chilly,antonym_remapping,synonym,definition_scope,conflict,,main,-12.149551391601562,-4.399550914764404,1,1,-12.149551391601562,-4.399550914764404,7.750000476837158,7.750000476837158
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,3,cold,hot,chilly,antonym_remapping,synonym,definition_scope,neutral,class,main,-15.769515037536621,-4.386702060699463,1,1,-15.769515037536621,-4.386702060699463,11.382812976837158,11.382812976837158
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,3,cold,hot,chilly,antonym_remapping,synonym,definition_scope,neutral,field,main,-16.38282585144043,-4.359144687652588,1,1,-16.38282585144043,-4.359144687652588,12.023681163787842,12.023681163787842
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,3,cold,hot,chilly,antonym_remapping,synonym,definition_scope,neutral,point,main,-14.706978797912598,-4.331978797912598,1,1,-14.706978797912598,-4.331978797912598,10.375,10.375
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,3,cold,hot,chilly,antonym_remapping,synonym,definition_scope,neutral,record,main,-13.795687675476074,-4.241000652313232,1,1,-13.795687675476074,-4.241000652313232,9.554687023162842,9.554687023162842
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,3,cold,hot,chilly,antonym_remapping,synonym,definition_scope,neutral,slot,main,-16.009891510009766,-3.978642225265503,1,1,-16.009891510009766,-3.978642225265503,12.031249284744263,12.031249284744263
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,3,cold,hot,chilly,antonym_remapping,synonym,definition_scope,neutral,type,main,-17.100732803344727,-4.381983280181885,1,1,-17.100732803344727,-4.381983280181885,12.718749523162842,12.718749523162842
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,3,cold,hot,chilly,antonym_remapping,synonym,game_rule,conflict,,main,-7.010395526885986,-0.5728955268859863,1,1,-7.010395526885986,-0.5728955268859863,6.4375,6.4375
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,3,cold,hot,chilly,antonym_remapping,synonym,game_rule,neutral,class,main,-12.98956298828125,-2.61456298828125,1,1,-12.98956298828125,-2.61456298828125,10.375,10.375
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,3,cold,hot,chilly,antonym_remapping,synonym,game_rule,neutral,field,main,-11.565868377685547,-1.2221184968948364,1,1,-11.565868377685547,-1.2221184968948364,10.34374988079071,10.34374988079071
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,3,cold,hot,chilly,antonym_remapping,synonym,game_rule,neutral,point,main,-11.73853874206543,-1.0197889804840088,1,1,-11.73853874206543,-1.0197889804840088,10.718749761581421,10.718749761581421
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,3,cold,hot,chilly,antonym_remapping,synonym,game_rule,neutral,record,main,-11.643527030944824,-1.0497767925262451,1,1,-11.643527030944824,-1.0497767925262451,10.593750238418579,10.593750238418579
qwen25_7b_base,Qwen/Qwen2.5-7B,Qwen,7.0,base,large_7b,3,cold,hot,chilly,antonym_remapping,synonym,game_rule,neutral,slot,main,-12.366864204406738,-1.2106139659881592,1,1,-12.366864204406738,-1.2106139659881592,11.156250238418579,11.156250238418579
