model_key,model,item_id,word,target,distractor,neutral_word,hook_name,triplet_selected_layer,control_type,perm,donor_perm_index,donor_item_id,donor_word,donor_target,m_clean,m_corrupt,m_matched,m_patched,target_logit_delta,distractor_logit_delta
qwen25_15b_base,qwen25_15b_base,32,narrow,wide,thin,entry,blocks.3.hook_resid_pre,3,item_mismatched_clean,0,11,12,strong,weak,11.2926025390625,9.902610778808594,11.393965721130373,-4.919303894042969,-13.927534103393556,0.8943805694580078
qwen25_15b_base,qwen25_15b_base,35,shallow,deep,superficial,number,blocks.3.hook_resid_pre,3,item_mismatched_clean,0,0,0,small,big,9.784741401672363,8.95218563079834,10.158273696899414,1.819972038269043,-13.570024490356444,-6.43781042098999
qwen25_15b_base,qwen25_15b_base,37,far,near,distant,cell,blocks.3.hook_resid_pre,3,item_mismatched_clean,0,18,19,poor,rich,9.389680862426758,7.845461845397949,9.633103370666504,2.6276111602783203,-12.71128273010254,-7.493432521820068
qwen25_15b_base,qwen25_15b_base,0,small,big,tiny,marker,blocks.3.hook_resid_pre,3,item_mismatched_clean,1,31,37,far,near,10.089876174926758,6.494362831115723,10.30404567718506,-1.893107891082764,-12.259126663208008,-3.87165641784668
qwen25_15b_base,qwen25_15b_base,1,large,small,big,unit,blocks.3.hook_resid_pre,3,item_mismatched_clean,1,3,3,cold,hot,10.515905380249023,8.669569969177246,10.283549308776855,1.0624818801879885,-13.149715423583984,-5.542627334594727
qwen25_15b_base,qwen25_15b_base,2,hot,cold,warm,slot,blocks.3.hook_resid_pre,3,item_mismatched_clean,1,8,9,dark,bright,7.092912673950195,4.594486236572266,6.884215354919434,-1.204031467437744,-13.433246612548828,-7.634729385375977
qwen25_15b_base,qwen25_15b_base,3,cold,hot,chilly,form,blocks.3.hook_resid_pre,3,item_mismatched_clean,1,12,13,weak,strong,12.19146728515625,9.978981018066406,11.812416076660156,7.424102306365967,-12.322209358215332,-9.76733112335205
qwen25_15b_base,qwen25_15b_base,5,sad,happy,unhappy,shape,blocks.3.hook_resid_pre,3,item_mismatched_clean,1,30,35,shallow,deep,8.76699161529541,7.745124816894531,8.745519638061523,3.483686208724976,-15.999619483947754,-11.738181114196776
qwen25_15b_base,qwen25_15b_base,6,fast,slow,quick,step,blocks.3.hook_resid_pre,3,item_mismatched_clean,1,18,19,poor,rich,8.877756118774414,8.393024444580078,8.814040184020996,-4.040370941162109,-17.779495239257812,-5.346099376678467
qwen25_15b_base,qwen25_15b_base,7,slow,fast,sluggish,label,blocks.3.hook_resid_pre,3,item_mismatched_clean,1,13,14,old,new,13.73853874206543,11.971363067626951,13.717226028442385,5.158447265625,-12.086481094360352,-5.273565292358398
qwen25_15b_base,qwen25_15b_base,8,bright,dark,shiny,symbol,blocks.3.hook_resid_pre,3,item_mismatched_clean,1,23,25,quiet,loud,11.335858345031738,10.95973014831543,11.183833122253418,0.3410525321960449,-14.413597106933594,-3.794919967651367
qwen25_15b_base,qwen25_15b_base,9,dark,bright,dim,code,blocks.3.hook_resid_pre,3,item_mismatched_clean,1,4,5,sad,happy,7.456315994262695,7.039393424987793,7.098257064819336,4.555610179901123,-9.010605812072754,-6.526822566986084
qwen25_15b_base,qwen25_15b_base,10,hard,soft,tough,field,blocks.3.hook_resid_pre,3,item_mismatched_clean,1,22,24,loud,quiet,9.448055267333984,8.082523345947266,9.530928611755373,3.844895362854004,-10.64482307434082,-6.407195091247559
qwen25_15b_base,qwen25_15b_base,11,soft,hard,gentle,signal,blocks.3.hook_resid_pre,3,item_mismatched_clean,1,11,12,strong,weak,11.345891952514648,10.582443237304688,11.453547477722168,-0.6721854209899902,-11.80036735534668,-0.5457382202148438
qwen25_15b_base,qwen25_15b_base,12,strong,weak,powerful,letter,blocks.3.hook_resid_pre,3,item_mismatched_clean,1,16,17,dirty,clean,9.656061172485352,8.856163024902344,9.76895809173584,0.2513866424560547,-13.715913772583008,-5.111137866973877
qwen25_15b_base,qwen25_15b_base,13,weak,strong,frail,path,blocks.3.hook_resid_pre,3,item_mismatched_clean,1,27,29,full,empty,14.195837020874023,12.48952293395996,14.129732131958008,2.7747912406921387,-15.50040054321289,-5.78566837310791
qwen25_15b_base,qwen25_15b_base,14,old,new,aged,page,blocks.3.hook_resid_pre,3,item_mismatched_clean,1,17,18,rich,poor,14.574623107910156,9.29080581665039,14.12637710571289,0.5799698829650879,-14.178646087646484,-5.46781063079834
qwen25_15b_base,qwen25_15b_base,15,new,old,fresh,marker,blocks.3.hook_resid_pre,3,item_mismatched_clean,1,1,1,large,small,10.033312797546388,8.323197364807129,10.257294654846191,1.0300841331481934,-15.342113494873049,-8.048999786376953
qwen25_15b_base,qwen25_15b_base,16,clean,dirty,neat,case,blocks.3.hook_resid_pre,3,item_mismatched_clean,1,20,21,dangerous,safe,11.770861625671388,11.655635833740234,11.539112091064451,-2.269415855407715,-16.57965850830078,-2.654606819152832
qwen25_15b_base,qwen25_15b_base,17,dirty,clean,filthy,slot,blocks.3.hook_resid_pre,3,item_mismatched_clean,1,5,6,fast,slow,12.38015079498291,10.20120620727539,12.23560905456543,4.0219831466674805,-14.221784591674805,-8.042561531066895
qwen25_15b_base,qwen25_15b_base,18,rich,poor,wealthy,key,blocks.3.hook_resid_pre,3,item_mismatched_clean,1,19,20,safe,dangerous,9.482012748718262,6.065448760986328,9.701824188232422,0.1095838546752929,-15.000862121582031,-9.044998168945312
qwen25_15b_base,qwen25_15b_base,19,poor,rich,needy,word,blocks.3.hook_resid_pre,3,item_mismatched_clean,1,2,2,hot,cold,10.778328895568848,8.261961936950684,11.05996799468994,-1.5464935302734375,-13.800418853759766,-3.9919638633728023
qwen25_15b_base,qwen25_15b_base,20,safe,dangerous,secure,group,blocks.3.hook_resid_pre,3,item_mismatched_clean,1,26,28,empty,full,9.238420486450195,7.740632057189941,9.090423583984377,-3.080317497253418,-16.61667251586914,-5.79572343826294
qwen25_15b_base,qwen25_15b_base,21,dangerous,safe,risky,column,blocks.3.hook_resid_pre,3,item_mismatched_clean,1,25,27,confusing,clear,10.432592391967772,7.039134979248047,10.789079666137695,6.362884998321533,-10.37067699432373,-9.694427490234377
qwen25_15b_base,qwen25_15b_base,22,easy,hard,simple,image,blocks.3.hook_resid_pre,3,item_mismatched_clean,1,0,0,small,big,7.907116889953613,7.976080894470215,8.023662567138672,-0.0622553825378418,-12.521669387817385,-4.483333110809326
qwen25_15b_base,qwen25_15b_base,24,loud,quiet,noisy,slot,blocks.3.hook_resid_pre,3,item_mismatched_clean,1,6,7,slow,fast,7.715483665466309,6.685754776000977,7.572153091430664,-0.8302502632141113,-17.188854217529297,-9.672847747802734
qwen25_15b_base,qwen25_15b_base,25,quiet,loud,silent,record,blocks.3.hook_resid_pre,3,item_mismatched_clean,1,14,15,new,old,9.20207691192627,6.5422468185424805,9.311458587646484,-1.7440333366394043,-14.553606033325195,-6.267325401306152
qwen25_15b_base,qwen25_15b_base,26,clear,confusing,plain,piece,blocks.3.hook_resid_pre,3,item_mismatched_clean,1,15,16,clean,dirty,12.33932113647461,10.289478302001951,12.359646797180176,1.9114065170288088,-10.659625053405762,-2.281553268432617
qwen25_15b_base,qwen25_15b_base,27,confusing,clear,unclear,letter,blocks.3.hook_resid_pre,3,item_mismatched_clean,1,9,10,hard,soft,9.021692276000977,7.093455314636231,9.094441413879396,4.190733432769775,-10.680645942687988,-7.777924060821533
qwen25_15b_base,qwen25_15b_base,28,empty,full,vacant,map,blocks.3.hook_resid_pre,3,item_mismatched_clean,1,24,26,clear,confusing,9.040450096130373,5.542851448059082,8.755380630493164,2.013780117034912,-13.801246643066406,-10.272175788879396
qwen25_15b_base,qwen25_15b_base,29,full,empty,complete,view,blocks.3.hook_resid_pre,3,item_mismatched_clean,1,28,31,light,dark,8.001910209655762,6.133519172668457,8.148582458496094,0.8576211929321289,-10.77200412750244,-5.496106147766113
qwen25_15b_base,qwen25_15b_base,31,light,dark,bright,object,blocks.3.hook_resid_pre,3,item_mismatched_clean,1,29,32,narrow,wide,10.503399848937988,10.281180381774902,10.339159965515137,-2.070883750915528,-15.955682754516602,-3.603618621826172
qwen25_15b_base,qwen25_15b_base,32,narrow,wide,thin,entry,blocks.3.hook_resid_pre,3,item_mismatched_clean,1,21,22,easy,hard,11.2926025390625,9.902610778808594,11.393965721130373,-0.914492130279541,-13.501352310180664,-2.6842494010925293
qwen25_15b_base,qwen25_15b_base,35,shallow,deep,superficial,number,blocks.3.hook_resid_pre,3,item_mismatched_clean,1,7,8,bright,dark,9.784741401672363,8.95218563079834,10.158273696899414,3.031808376312256,-9.453413009643556,-3.5330357551574707
qwen25_15b_base,qwen25_15b_base,37,far,near,distant,cell,blocks.3.hook_resid_pre,3,item_mismatched_clean,1,10,11,soft,hard,9.389680862426758,7.845461845397949,9.633103370666504,0.9072237014770508,-11.945877075195312,-5.007638931274414
qwen25_15b_base,qwen25_15b_base,0,small,big,tiny,marker,blocks.3.hook_resid_pre,3,item_mismatched_clean,2,14,15,new,old,10.089876174926758,6.494362831115723,10.30404567718506,2.39258337020874,-11.421263694763184,-7.319484233856201
qwen25_15b_base,qwen25_15b_base,1,large,small,big,unit,blocks.3.hook_resid_pre,3,item_mismatched_clean,2,6,7,slow,fast,10.515905380249023,8.669569969177246,10.283549308776855,0.0814089775085449,-12.71442985534668,-4.1262688636779785
qwen25_15b_base,qwen25_15b_base,2,hot,cold,warm,slot,blocks.3.hook_resid_pre,3,item_mismatched_clean,2,13,14,old,new,7.092912673950195,4.594486236572266,6.884215354919434,0.4654726982116699,-12.806710243225098,-8.677696228027344
qwen25_15b_base,qwen25_15b_base,3,cold,hot,chilly,form,blocks.3.hook_resid_pre,3,item_mismatched_clean,2,0,0,small,big,12.19146728515625,9.978981018066406,11.812416076660156,6.055431365966797,-11.67392635345459,-7.75037670135498
qwen25_15b_base,qwen25_15b_base,5,sad,happy,unhappy,shape,blocks.3.hook_resid_pre,3,item_mismatched_clean,2,23,25,quiet,loud,8.76699161529541,7.745124816894531,8.745519638061523,3.079383373260498,-13.007882118225098,-8.342140197753906
qwen25_15b_base,qwen25_15b_base,6,fast,slow,quick,step,blocks.3.hook_resid_pre,3,item_mismatched_clean,2,22,24,loud,quiet,8.877756118774414,8.393024444580078,8.814040184020996,-0.046645164489746,-11.665562629699709,-3.225893020629883
qwen25_15b_base,qwen25_15b_base,7,slow,fast,sluggish,label,blocks.3.hook_resid_pre,3,item_mismatched_clean,2,15,16,clean,dirty,13.73853874206543,11.971363067626951,13.717226028442385,1.0287833213806152,-12.98354148864746,-2.040962219238281
qwen25_15b_base,qwen25_15b_base,8,bright,dark,shiny,symbol,blocks.3.hook_resid_pre,3,item_mismatched_clean,2,29,32,narrow,wide,11.335858345031738,10.95973014831543,11.183833122253418,1.4898338317871094,-16.698326110839844,-7.228429317474365
qwen25_15b_base,qwen25_15b_base,9,dark,bright,dim,code,blocks.3.hook_resid_pre,3,item_mismatched_clean,2,17,18,rich,poor,7.456315994262695,7.039393424987793,7.098257064819336,-4.043630599975586,-14.859116554260254,-3.776092529296875
qwen25_15b_base,qwen25_15b_base,10,hard,soft,tough,field,blocks.3.hook_resid_pre,3,item_mismatched_clean,2,25,27,confusing,clear,9.448055267333984,8.082523345947266,9.530928611755373,-1.1753439903259275,-15.003870010375977,-5.746002197265625
qwen25_15b_base,qwen25_15b_base,11,soft,hard,gentle,signal,blocks.3.hook_resid_pre,3,item_mismatched_clean,2,4,5,sad,happy,11.345891952514648,10.582443237304688,11.453547477722168,-2.0673365592956543,-13.426946640014648,-0.7771673202514648
qwen25_15b_base,qwen25_15b_base,12,strong,weak,powerful,letter,blocks.3.hook_resid_pre,3,item_mismatched_clean,2,9,10,hard,soft,9.656061172485352,8.856163024902344,9.76895809173584,4.588889598846436,-11.555378913879396,-7.288105487823486
qwen25_15b_base,qwen25_15b_base,13,weak,strong,frail,path,blocks.3.hook_resid_pre,3,item_mismatched_clean,2,16,17,dirty,clean,14.195837020874023,12.48952293395996,14.129732131958008,4.453556060791016,-13.84634017944336,-5.810372352600098
qwen25_15b_base,qwen25_15b_base,14,old,new,aged,page,blocks.3.hook_resid_pre,3,item_mismatched_clean,2,19,20,safe,dangerous,14.574623107910156,9.29080581665039,14.12637710571289,3.2084364891052246,-12.812203407287598,-6.729834079742432
qwen25_15b_base,qwen25_15b_base,15,new,old,fresh,marker,blocks.3.hook_resid_pre,3,item_mismatched_clean,2,27,29,full,empty,10.033312797546388,8.323197364807129,10.257294654846191,-0.9953341484069824,-13.900633811950684,-4.582102298736572
qwen25_15b_base,qwen25_15b_base,16,clean,dirty,neat,case,blocks.3.hook_resid_pre,3,item_mismatched_clean,2,3,3,cold,hot,11.770861625671388,11.655635833740234,11.539112091064451,-0.4231758117675781,-14.254215240478516,-2.175403594970703
qwen25_15b_base,qwen25_15b_base,17,dirty,clean,filthy,slot,blocks.3.hook_resid_pre,3,item_mismatched_clean,2,26,28,empty,full,12.38015079498291,10.20120620727539,12.23560905456543,4.79785680770874,-12.20351791381836,-6.800168991088867
qwen25_15b_base,qwen25_15b_base,18,rich,poor,wealthy,key,blocks.3.hook_resid_pre,3,item_mismatched_clean,2,24,26,clear,confusing,9.482012748718262,6.065448760986328,9.701824188232422,3.9234611988067623,-13.384628295898438,-11.242640495300291
qwen25_15b_base,qwen25_15b_base,19,poor,rich,needy,word,blocks.3.hook_resid_pre,3,item_mismatched_clean,2,7,8,bright,dark,10.778328895568848,8.261961936950684,11.05996799468994,5.795324325561523,-13.159003257751465,-10.692365646362305
qwen25_15b_base,qwen25_15b_base,20,safe,dangerous,secure,group,blocks.3.hook_resid_pre,3,item_mismatched_clean,2,31,37,far,near,9.238420486450195,7.740632057189941,9.090423583984377,-0.9930429458618164,-13.42959213256836,-4.695917129516602
qwen25_15b_base,qwen25_15b_base,21,dangerous,safe,risky,column,blocks.3.hook_resid_pre,3,item_mismatched_clean,2,21,22,easy,hard,10.432592391967772,7.039134979248047,10.789079666137695,-0.7982597351074219,-15.006410598754885,-7.169015884399414
qwen25_15b_base,qwen25_15b_base,22,easy,hard,simple,image,blocks.3.hook_resid_pre,3,item_mismatched_clean,2,28,31,light,dark,7.907116889953613,7.976080894470215,8.023662567138672,-0.6395378112792969,-12.335214614868164,-3.719595909118652
qwen25_15b_base,qwen25_15b_base,24,loud,quiet,noisy,slot,blocks.3.hook_resid_pre,3,item_mismatched_clean,2,5,6,fast,slow,7.715483665466309,6.685754776000977,7.572153091430664,3.525089263916016,-11.714639663696287,-8.553974151611328
qwen25_15b_base,qwen25_15b_base,25,quiet,loud,silent,record,blocks.3.hook_resid_pre,3,item_mismatched_clean,2,30,35,shallow,deep,9.20207691192627,6.5422468185424805,9.311458587646484,-0.1016745567321777,-12.934589385986328,-6.290668487548828
qwen25_15b_base,qwen25_15b_base,26,clear,confusing,plain,piece,blocks.3.hook_resid_pre,3,item_mismatched_clean,2,20,21,dangerous,safe,12.33932113647461,10.289478302001951,12.359646797180176,-4.899664402008057,-15.291366577148438,-0.1022243499755859
qwen25_15b_base,qwen25_15b_base,27,confusing,clear,unclear,letter,blocks.3.hook_resid_pre,3,item_mismatched_clean,2,18,19,poor,rich,9.021692276000977,7.093455314636231,9.094441413879396,4.312402725219727,-12.275117874145508,-9.494065284729004
qwen25_15b_base,qwen25_15b_base,28,empty,full,vacant,map,blocks.3.hook_resid_pre,3,item_mismatched_clean,2,2,2,hot,cold,9.040450096130373,5.542851448059082,8.755380630493164,-5.4126081466674805,-9.856340408325195,1.0991191864013672
qwen25_15b_base,qwen25_15b_base,29,full,empty,complete,view,blocks.3.hook_resid_pre,3,item_mismatched_clean,2,10,11,soft,hard,8.001910209655762,6.133519172668457,8.148582458496094,-2.498132705688477,-14.091704368591309,-5.460052490234375
qwen25_15b_base,qwen25_15b_base,31,light,dark,bright,object,blocks.3.hook_resid_pre,3,item_mismatched_clean,2,1,1,large,small,10.503399848937988,10.281180381774902,10.339159965515137,-0.9062280654907228,-16.488805770874023,-5.301397800445557
qwen25_15b_base,qwen25_15b_base,32,narrow,wide,thin,entry,blocks.3.hook_resid_pre,3,item_mismatched_clean,2,11,12,strong,weak,11.2926025390625,9.902610778808594,11.393965721130373,-4.919303894042969,-13.927534103393556,0.8943805694580078
qwen25_15b_base,qwen25_15b_base,35,shallow,deep,superficial,number,blocks.3.hook_resid_pre,3,item_mismatched_clean,2,12,13,weak,strong,9.784741401672363,8.95218563079834,10.158273696899414,4.985795497894287,-9.565658569335938,-5.599268436431885
qwen25_15b_base,qwen25_15b_base,37,far,near,distant,cell,blocks.3.hook_resid_pre,3,item_mismatched_clean,2,8,9,dark,bright,9.389680862426758,7.845461845397949,9.633103370666504,2.634364128112793,-12.360053062438965,-7.148955345153809
qwen25_15b_base,qwen25_15b_base,0,small,big,tiny,marker,blocks.3.hook_resid_pre,3,item_mismatched_clean,3,24,26,clear,confusing,10.089876174926758,6.494362831115723,10.30404567718506,-0.3780536651611328,-13.42482566833496,-6.552408695220947
qwen25_15b_base,qwen25_15b_base,1,large,small,big,unit,blocks.3.hook_resid_pre,3,item_mismatched_clean,3,5,6,fast,slow,10.515905380249023,8.669569969177246,10.283549308776855,3.066134452819824,-8.889534950256348,-3.286099433898926
qwen25_15b_base,qwen25_15b_base,2,hot,cold,warm,slot,blocks.3.hook_resid_pre,3,item_mismatched_clean,3,2,2,hot,cold,7.092912673950195,4.594486236572266,6.884215354919434,6.884215354919434,-0.8337364196777344,-3.1234655380249023
qwen25_15b_base,qwen25_15b_base,3,cold,hot,chilly,form,blocks.3.hook_resid_pre,3,item_mismatched_clean,3,9,10,hard,soft,12.19146728515625,9.978981018066406,11.812416076660156,3.107410192489624,-14.2454833984375,-7.373912811279297
qwen25_15b_base,qwen25_15b_base,5,sad,happy,unhappy,shape,blocks.3.hook_resid_pre,3,item_mismatched_clean,3,29,32,narrow,wide,8.76699161529541,7.745124816894531,8.745519638061523,5.162021636962891,-14.850170135498049,-12.267066955566406
qwen25_15b_base,qwen25_15b_base,6,fast,slow,quick,step,blocks.3.hook_resid_pre,3,item_mismatched_clean,3,8,9,dark,bright,8.877756118774414,8.393024444580078,8.814040184020996,-5.120180130004883,-15.979443550109863,-2.4662389755249023
qwen25_15b_base,qwen25_15b_base,7,slow,fast,sluggish,label,blocks.3.hook_resid_pre,3,item_mismatched_clean,3,0,0,small,big,13.73853874206543,11.971363067626951,13.717226028442385,5.709925651550293,-12.21604061126709,-5.95460319519043
qwen25_15b_base,qwen25_15b_base,8,bright,dark,shiny,symbol,blocks.3.hook_resid_pre,3,item_mismatched_clean,3,6,7,slow,fast,11.335858345031738,10.95973014831543,11.183833122253418,0.2432799339294433,-14.717344284057615,-4.000894546508789
qwen25_15b_base,qwen25_15b_base,9,dark,bright,dim,code,blocks.3.hook_resid_pre,3,item_mismatched_clean,3,10,11,soft,hard,7.456315994262695,7.039393424987793,7.098257064819336,0.4611597061157226,-11.410996437072754,-4.832762718200684
qwen25_15b_base,qwen25_15b_base,10,hard,soft,tough,field,blocks.3.hook_resid_pre,3,item_mismatched_clean,3,12,13,weak,strong,9.448055267333984,8.082523345947266,9.530928611755373,-4.333427906036377,-13.652914047241213,-1.2369632720947266
qwen25_15b_base,qwen25_15b_base,11,soft,hard,gentle,signal,blocks.3.hook_resid_pre,3,item_mismatched_clean,3,13,14,old,new,11.345891952514648,10.582443237304688,11.453547477722168,2.7234277725219727,-11.736894607543944,-3.8778791427612314
qwen25_15b_base,qwen25_15b_base,12,strong,weak,powerful,letter,blocks.3.hook_resid_pre,3,item_mismatched_clean,3,31,37,far,near,9.656061172485352,8.856163024902344,9.76895809173584,0.3001184463500976,-12.935781478881836,-4.379736423492432
qwen25_15b_base,qwen25_15b_base,13,weak,strong,frail,path,blocks.3.hook_resid_pre,3,item_mismatched_clean,3,30,35,shallow,deep,14.195837020874023,12.48952293395996,14.129732131958008,4.958796977996826,-11.450963020324709,-3.920236587524414
qwen25_15b_base,qwen25_15b_base,14,old,new,aged,page,blocks.3.hook_resid_pre,3,item_mismatched_clean,3,19,20,safe,dangerous,14.574623107910156,9.29080581665039,14.12637710571289,3.2084364891052246,-12.812203407287598,-6.729834079742432
qwen25_15b_base,qwen25_15b_base,15,new,old,fresh,marker,blocks.3.hook_resid_pre,3,item_mismatched_clean,3,21,22,easy,hard,10.033312797546388,8.323197364807129,10.257294654846191,-1.5755066871643066,-15.089479446411133,-5.190775394439697
