model_key,model,item_id,word,target,distractor,neutral_word,hook_name,triplet_selected_layer,control_type,swap_i,donor_row_index,donor_item_id,donor_word,donor_target,m_clean,m_corrupt,m_matched,m_patched,target_logit_delta,distractor_logit_delta
qwen25_15b_base,qwen25_15b_base,19,poor,rich,needy,word,blocks.3.hook_resid_pre,3,definition_target_swap,0,4,5,sad,happy,10.778328895568848,8.261961936950684,11.059967994689941,3.0807199478149414,-12.014508247375488,-6.833266258239746
qwen25_15b_base,qwen25_15b_base,20,safe,dangerous,secure,group,blocks.3.hook_resid_pre,3,definition_target_swap,0,12,13,weak,strong,9.238420486450195,7.740632057189941,9.090423583984375,-3.883098602294922,-14.028426170349121,-2.404695510864258
qwen25_15b_base,qwen25_15b_base,21,dangerous,safe,risky,column,blocks.3.hook_resid_pre,3,definition_target_swap,0,24,26,clear,confusing,10.432592391967773,7.039134979248047,10.789079666137695,-2.0533647537231445,-16.203142166137695,-7.110642433166504
qwen25_15b_base,qwen25_15b_base,22,easy,hard,simple,image,blocks.3.hook_resid_pre,3,definition_target_swap,0,28,31,light,dark,7.907116889953613,7.976080894470215,8.023662567138672,-1.2205862998962402,-12.647335052490234,-3.4506683349609375
qwen25_15b_base,qwen25_15b_base,24,loud,quiet,noisy,slot,blocks.3.hook_resid_pre,3,definition_target_swap,0,30,35,shallow,deep,7.715483665466309,6.685754776000977,7.572153091430664,5.287502288818359,-12.64102554321289,-11.242773056030273
qwen25_15b_base,qwen25_15b_base,25,quiet,loud,silent,record,blocks.3.hook_resid_pre,3,definition_target_swap,0,16,17,dirty,clean,9.20207691192627,6.5422468185424805,9.311458587646484,-4.508613586425781,-15.820221900939941,-4.76936149597168
qwen25_15b_base,qwen25_15b_base,26,clear,confusing,plain,piece,blocks.3.hook_resid_pre,3,definition_target_swap,0,16,17,dirty,clean,12.33932113647461,10.289478302001953,12.359646797180176,-6.485114097595215,-16.619253158569336,0.15533924102783203
qwen25_15b_base,qwen25_15b_base,27,confusing,clear,unclear,letter,blocks.3.hook_resid_pre,3,definition_target_swap,0,9,10,hard,soft,9.021692276000977,7.0934553146362305,9.094441413879395,3.212857723236084,-12.18407917022705,-8.303482055664062
qwen25_15b_base,qwen25_15b_base,28,empty,full,vacant,map,blocks.3.hook_resid_pre,3,definition_target_swap,0,30,35,shallow,deep,9.040450096130371,5.542851448059082,8.755380630493164,3.086322784423828,-11.031986236572266,-8.575457572937012
qwen25_15b_base,qwen25_15b_base,29,full,empty,complete,view,blocks.3.hook_resid_pre,3,definition_target_swap,0,8,9,dark,bright,8.001910209655762,6.133519172668457,8.148582458496094,-2.3755621910095215,-13.20301628112793,-4.693935394287109
qwen25_15b_base,qwen25_15b_base,31,light,dark,bright,object,blocks.3.hook_resid_pre,3,definition_target_swap,0,17,18,rich,poor,10.503399848937988,10.281180381774902,10.339159965515137,3.478067398071289,-11.787221908569336,-4.9841084480285645
qwen25_15b_base,qwen25_15b_base,32,narrow,wide,thin,entry,blocks.3.hook_resid_pre,3,definition_target_swap,0,0,0,small,big,11.2926025390625,9.902610778808594,11.393965721130371,4.029547691345215,-10.486717224121094,-4.613654136657715
qwen25_15b_base,qwen25_15b_base,35,shallow,deep,superficial,number,blocks.3.hook_resid_pre,3,definition_target_swap,0,16,17,dirty,clean,9.784741401672363,8.95218563079834,10.158273696899414,1.6594266891479492,-13.759344100952148,-6.466585636138916
qwen25_15b_base,qwen25_15b_base,37,far,near,distant,cell,blocks.3.hook_resid_pre,3,definition_target_swap,0,6,7,slow,fast,9.389680862426758,7.845461845397949,9.633103370666504,1.9734044075012207,-13.261417388916016,-7.389359474182129
qwen25_15b_base,qwen25_15b_base,0,small,big,tiny,marker,blocks.3.hook_resid_pre,3,definition_target_swap,1,19,20,safe,dangerous,10.089876174926758,6.494362831115723,10.304045677185059,1.8746366500854492,-11.347784996032715,-6.728058815002441
qwen25_15b_base,qwen25_15b_base,1,large,small,big,unit,blocks.3.hook_resid_pre,3,definition_target_swap,1,5,6,fast,slow,10.515905380249023,8.669569969177246,10.283549308776855,6.0698089599609375,-5.539587020874023,-2.939826011657715
qwen25_15b_base,qwen25_15b_base,2,hot,cold,warm,slot,blocks.3.hook_resid_pre,3,definition_target_swap,1,14,15,new,old,7.092912673950195,4.594486236572266,6.884215354919434,1.5458354949951172,-11.88370418548584,-8.835053443908691
qwen25_15b_base,qwen25_15b_base,3,cold,hot,chilly,form,blocks.3.hook_resid_pre,3,definition_target_swap,1,26,28,empty,full,12.19146728515625,9.978981018066406,11.812416076660156,3.769017219543457,-14.928813934326172,-8.718849182128906
qwen25_15b_base,qwen25_15b_base,5,sad,happy,unhappy,shape,blocks.3.hook_resid_pre,3,definition_target_swap,1,10,11,soft,hard,8.76699161529541,7.745124816894531,8.745519638061523,1.513014316558838,-16.274202346801758,-10.042092323303223
qwen25_15b_base,qwen25_15b_base,6,fast,slow,quick,step,blocks.3.hook_resid_pre,3,definition_target_swap,1,14,15,new,old,8.877756118774414,8.393024444580078,8.814040184020996,2.1745100021362305,-9.297636032104492,-3.0791215896606445
qwen25_15b_base,qwen25_15b_base,7,slow,fast,sluggish,label,blocks.3.hook_resid_pre,3,definition_target_swap,1,14,15,new,old,13.73853874206543,11.971363067626953,13.717226028442383,3.278031826019287,-12.744672775268555,-4.051342010498047
qwen25_15b_base,qwen25_15b_base,8,bright,dark,shiny,symbol,blocks.3.hook_resid_pre,3,definition_target_swap,1,28,31,light,dark,11.335858345031738,10.95973014831543,11.183833122253418,11.140116691589355,-2.3045291900634766,-2.4849157333374023
qwen25_15b_base,qwen25_15b_base,9,dark,bright,dim,code,blocks.3.hook_resid_pre,3,definition_target_swap,1,26,28,empty,full,7.456315994262695,7.039393424987793,7.098257064819336,-0.5193648338317871,-14.754066467285156,-7.195308685302734
qwen25_15b_base,qwen25_15b_base,10,hard,soft,tough,field,blocks.3.hook_resid_pre,3,definition_target_swap,1,28,31,light,dark,9.448055267333984,8.082523345947266,9.530928611755371,0.5206418037414551,-12.466824531555176,-4.904942989349365
qwen25_15b_base,qwen25_15b_base,11,soft,hard,gentle,signal,blocks.3.hook_resid_pre,3,definition_target_swap,1,20,21,dangerous,safe,11.345891952514648,10.582443237304688,11.453547477722168,-1.9186458587646484,-13.360883712768555,-0.8597946166992188
qwen25_15b_base,qwen25_15b_base,12,strong,weak,powerful,letter,blocks.3.hook_resid_pre,3,definition_target_swap,1,16,17,dirty,clean,9.656061172485352,8.856163024902344,9.76895809173584,-0.42649173736572266,-13.632856369018555,-4.35020112991333
qwen25_15b_base,qwen25_15b_base,13,weak,strong,frail,path,blocks.3.hook_resid_pre,3,definition_target_swap,1,30,35,shallow,deep,14.195837020874023,12.489522933959961,14.129732131958008,4.192500114440918,-12.279949188232422,-3.9829258918762207
qwen25_15b_base,qwen25_15b_base,14,old,new,aged,page,blocks.3.hook_resid_pre,3,definition_target_swap,1,0,0,small,big,14.574623107910156,9.29080581665039,14.12637710571289,3.9746029376983643,-11.605035781860352,-6.288832664489746
qwen25_15b_base,qwen25_15b_base,15,new,old,fresh,marker,blocks.3.hook_resid_pre,3,definition_target_swap,1,2,2,hot,cold,10.033312797546387,8.323197364807129,10.257294654846191,0.38965511322021484,-11.305225372314453,-3.371683120727539
qwen25_15b_base,qwen25_15b_base,16,clean,dirty,neat,case,blocks.3.hook_resid_pre,3,definition_target_swap,1,22,24,loud,quiet,11.770861625671387,11.655635833740234,11.539112091064453,-4.016366958618164,-16.912052154541016,-1.2400503158569336
qwen25_15b_base,qwen25_15b_base,17,dirty,clean,filthy,slot,blocks.3.hook_resid_pre,3,definition_target_swap,1,14,15,new,old,12.38015079498291,10.20120620727539,12.23560905456543,2.5327632427215576,-13.693235397338867,-6.024792671203613
qwen25_15b_base,qwen25_15b_base,18,rich,poor,wealthy,key,blocks.3.hook_resid_pre,3,definition_target_swap,1,13,14,old,new,9.482012748718262,6.065448760986328,9.701824188232422,0.061936378479003906,-15.317173957824707,-9.313661575317383
qwen25_15b_base,qwen25_15b_base,19,poor,rich,needy,word,blocks.3.hook_resid_pre,3,definition_target_swap,1,4,5,sad,happy,10.778328895568848,8.261961936950684,11.059967994689941,3.0807199478149414,-12.014508247375488,-6.833266258239746
qwen25_15b_base,qwen25_15b_base,20,safe,dangerous,secure,group,blocks.3.hook_resid_pre,3,definition_target_swap,1,0,0,small,big,9.238420486450195,7.740632057189941,9.090423583984375,-1.3398170471191406,-15.267915725708008,-6.187467098236084
qwen25_15b_base,qwen25_15b_base,21,dangerous,safe,risky,column,blocks.3.hook_resid_pre,3,definition_target_swap,1,22,24,loud,quiet,10.432592391967773,7.039134979248047,10.789079666137695,6.939533710479736,-11.405987739562988,-11.306386947631836
qwen25_15b_base,qwen25_15b_base,22,easy,hard,simple,image,blocks.3.hook_resid_pre,3,definition_target_swap,1,12,13,weak,strong,7.907116889953613,7.976080894470215,8.023662567138672,0.3199424743652344,-11.047210693359375,-3.3910722732543945
qwen25_15b_base,qwen25_15b_base,24,loud,quiet,noisy,slot,blocks.3.hook_resid_pre,3,definition_target_swap,1,6,7,slow,fast,7.715483665466309,6.685754776000977,7.572153091430664,1.422412395477295,-15.00658893585205,-9.743246078491211
qwen25_15b_base,qwen25_15b_base,25,quiet,loud,silent,record,blocks.3.hook_resid_pre,3,definition_target_swap,1,1,1,large,small,9.20207691192627,6.5422468185424805,9.311458587646484,-1.0535221099853516,-15.162359237670898,-7.566590785980225
qwen25_15b_base,qwen25_15b_base,26,clear,confusing,plain,piece,blocks.3.hook_resid_pre,3,definition_target_swap,1,25,27,confusing,clear,12.33932113647461,10.289478302001953,12.359646797180176,-6.0574116706848145,-14.345344543457031,2.001544952392578
qwen25_15b_base,qwen25_15b_base,27,confusing,clear,unclear,letter,blocks.3.hook_resid_pre,3,definition_target_swap,1,21,22,easy,hard,9.021692276000977,7.0934553146362305,9.094441413879395,3.173949718475342,-10.303030014038086,-6.383524417877197
qwen25_15b_base,qwen25_15b_base,28,empty,full,vacant,map,blocks.3.hook_resid_pre,3,definition_target_swap,1,8,9,dark,bright,9.040450096130371,5.542851448059082,8.755380630493164,1.6699848175048828,-11.369221687316895,-7.496355056762695
qwen25_15b_base,qwen25_15b_base,29,full,empty,complete,view,blocks.3.hook_resid_pre,3,definition_target_swap,1,2,2,hot,cold,8.001910209655762,6.133519172668457,8.148582458496094,1.9577436447143555,-9.555953979492188,-5.380178451538086
qwen25_15b_base,qwen25_15b_base,31,light,dark,bright,object,blocks.3.hook_resid_pre,3,definition_target_swap,1,7,8,bright,dark,10.503399848937988,10.281180381774902,10.339159965515137,10.415821075439453,-0.9226646423339844,-1.0573053359985352
qwen25_15b_base,qwen25_15b_base,32,narrow,wide,thin,entry,blocks.3.hook_resid_pre,3,definition_target_swap,1,3,3,cold,hot,11.2926025390625,9.902610778808594,11.393965721130371,-0.7247567176818848,-13.59046745300293,-2.963099956512451
qwen25_15b_base,qwen25_15b_base,35,shallow,deep,superficial,number,blocks.3.hook_resid_pre,3,definition_target_swap,1,10,11,soft,hard,9.784741401672363,8.95218563079834,10.158273696899414,1.5150294303894043,-12.636817932128906,-5.199661731719971
qwen25_15b_base,qwen25_15b_base,37,far,near,distant,cell,blocks.3.hook_resid_pre,3,definition_target_swap,1,27,29,full,empty,9.389680862426758,7.845461845397949,9.633103370666504,2.6888504028320312,-13.50235366821289,-8.345741271972656
qwen25_15b_base,qwen25_15b_base,0,small,big,tiny,marker,blocks.3.hook_resid_pre,3,definition_target_swap,2,26,28,empty,full,10.089876174926758,6.494362831115723,10.304045677185059,2.6445093154907227,-11.486355781555176,-7.636502265930176
qwen25_15b_base,qwen25_15b_base,1,large,small,big,unit,blocks.3.hook_resid_pre,3,definition_target_swap,2,5,6,fast,slow,10.515905380249023,8.669569969177246,10.283549308776855,6.0698089599609375,-5.539587020874023,-2.939826011657715
qwen25_15b_base,qwen25_15b_base,2,hot,cold,warm,slot,blocks.3.hook_resid_pre,3,definition_target_swap,2,8,9,dark,bright,7.092912673950195,4.594486236572266,6.884215354919434,-3.324039936065674,-13.54482650756836,-5.626300811767578
qwen25_15b_base,qwen25_15b_base,3,cold,hot,chilly,form,blocks.3.hook_resid_pre,3,definition_target_swap,2,0,0,small,big,12.19146728515625,9.978981018066406,11.812416076660156,4.379088878631592,-14.543659210205078,-8.943766593933105
qwen25_15b_base,qwen25_15b_base,5,sad,happy,unhappy,shape,blocks.3.hook_resid_pre,3,definition_target_swap,2,23,25,quiet,loud,8.76699161529541,7.745124816894531,8.745519638061523,3.1087818145751953,-13.452775001525879,-8.816431999206543
qwen25_15b_base,qwen25_15b_base,6,fast,slow,quick,step,blocks.3.hook_resid_pre,3,definition_target_swap,2,8,9,dark,bright,8.877756118774414,8.393024444580078,8.814040184020996,-3.676346778869629,-12.220020294189453,-0.1506490707397461
qwen25_15b_base,qwen25_15b_base,7,slow,fast,sluggish,label,blocks.3.hook_resid_pre,3,definition_target_swap,2,24,26,clear,confusing,13.73853874206543,11.971363067626953,13.717226028442383,1.4492731094360352,-13.825870513916016,-3.303781032562256
qwen25_15b_base,qwen25_15b_base,8,bright,dark,shiny,symbol,blocks.3.hook_resid_pre,3,definition_target_swap,2,10,11,soft,hard,11.335858345031738,10.95973014831543,11.183833122253418,1.0769858360290527,-13.486787796020508,-3.604043960571289
qwen25_15b_base,qwen25_15b_base,9,dark,bright,dim,code,blocks.3.hook_resid_pre,3,definition_target_swap,2,9,10,hard,soft,7.456315994262695,7.039393424987793,7.098257064819336,-2.3932223320007324,-14.014993667602539,-4.582378387451172
qwen25_15b_base,qwen25_15b_base,10,hard,soft,tough,field,blocks.3.hook_resid_pre,3,definition_target_swap,2,21,22,easy,hard,9.448055267333984,8.082523345947266,9.530928611755371,-5.163519859313965,-9.799192428588867,3.4468507766723633
qwen25_15b_base,qwen25_15b_base,11,soft,hard,gentle,signal,blocks.3.hook_resid_pre,3,definition_target_swap,2,21,22,easy,hard,11.345891952514648,10.582443237304688,11.453547477722168,11.476560592651367,-1.1240177154541016,-2.0181355476379395
qwen25_15b_base,qwen25_15b_base,12,strong,weak,powerful,letter,blocks.3.hook_resid_pre,3,definition_target_swap,2,23,25,quiet,loud,9.656061172485352,8.856163024902344,9.76895809173584,-2.1612448692321777,-12.241559982299805,-1.224151611328125
qwen25_15b_base,qwen25_15b_base,13,weak,strong,frail,path,blocks.3.hook_resid_pre,3,definition_target_swap,2,11,12,strong,weak,14.195837020874023,12.489522933959961,14.129732131958008,3.134751319885254,-7.563274383544922,1.7914977073669434
qwen25_15b_base,qwen25_15b_base,14,old,new,aged,page,blocks.3.hook_resid_pre,3,definition_target_swap,2,29,32,narrow,wide,14.574623107910156,9.29080581665039,14.12637710571289,2.472108840942383,-12.12769603729248,-5.308999061584473
qwen25_15b_base,qwen25_15b_base,15,new,old,fresh,marker,blocks.3.hook_resid_pre,3,definition_target_swap,2,18,19,poor,rich,10.033312797546387,8.323197364807129,10.257294654846191,-0.2648134231567383,-13.586296081542969,-4.998284816741943
qwen25_15b_base,qwen25_15b_base,16,clean,dirty,neat,case,blocks.3.hook_resid_pre,3,definition_target_swap,2,18,19,poor,rich,11.770861625671387,11.655635833740234,11.539112091064453,-1.4674077033996582,-15.760259628295898,-2.6372156143188477
qwen25_15b_base,qwen25_15b_base,17,dirty,clean,filthy,slot,blocks.3.hook_resid_pre,3,definition_target_swap,2,15,16,clean,dirty,12.38015079498291,10.20120620727539,12.23560905456543,-3.742645263671875,-8.288660049438477,5.655191421508789
qwen25_15b_base,qwen25_15b_base,18,rich,poor,wealthy,key,blocks.3.hook_resid_pre,3,definition_target_swap,2,0,0,small,big,9.482012748718262,6.065448760986328,9.701824188232422,-1.8684413433074951,-15.969579696655273,-8.035689353942871
qwen25_15b_base,qwen25_15b_base,19,poor,rich,needy,word,blocks.3.hook_resid_pre,3,definition_target_swap,2,13,14,old,new,10.778328895568848,8.261961936950684,11.059967994689941,2.941579818725586,-12.945262908935547,-7.624880790710449
qwen25_15b_base,qwen25_15b_base,20,safe,dangerous,secure,group,blocks.3.hook_resid_pre,3,definition_target_swap,2,22,24,loud,quiet,9.238420486450195,7.740632057189941,9.090423583984375,-4.1591105461120605,-15.331182479858398,-3.4314403533935547
qwen25_15b_base,qwen25_15b_base,21,dangerous,safe,risky,column,blocks.3.hook_resid_pre,3,definition_target_swap,2,27,29,full,empty,10.432592391967773,7.039134979248047,10.789079666137695,5.356771469116211,-12.03847885131836,-10.356115341186523
qwen25_15b_base,qwen25_15b_base,22,easy,hard,simple,image,blocks.3.hook_resid_pre,3,definition_target_swap,2,0,0,small,big,7.907116889953613,7.976080894470215,8.023662567138672,-1.1680450439453125,-13.495640754699707,-4.35151481628418
qwen25_15b_base,qwen25_15b_base,24,loud,quiet,noisy,slot,blocks.3.hook_resid_pre,3,definition_target_swap,2,29,32,narrow,wide,7.715483665466309,6.685754776000977,7.572153091430664,3.8957316875457764,-13.11253547668457,-10.32251262664795
qwen25_15b_base,qwen25_15b_base,25,quiet,loud,silent,record,blocks.3.hook_resid_pre,3,definition_target_swap,2,30,35,shallow,deep,9.20207691192627,6.5422468185424805,9.311458587646484,0.5160098075866699,-12.294164657592773,-6.267928123474121
qwen25_15b_base,qwen25_15b_base,26,clear,confusing,plain,piece,blocks.3.hook_resid_pre,3,definition_target_swap,2,8,9,dark,bright,12.33932113647461,10.289478302001953,12.359646797180176,-2.8728957176208496,-15.003973960876465,-1.841599941253662
qwen25_15b_base,qwen25_15b_base,27,confusing,clear,unclear,letter,blocks.3.hook_resid_pre,3,definition_target_swap,2,14,15,new,old,9.021692276000977,7.0934553146362305,9.094441413879395,3.20414662361145,-13.377001762390137,-9.487692832946777
qwen25_15b_base,qwen25_15b_base,28,empty,full,vacant,map,blocks.3.hook_resid_pre,3,definition_target_swap,2,2,2,hot,cold,9.040450096130371,5.542851448059082,8.755380630493164,-1.8560199737548828,-12.494316101074219,-5.095444679260254
qwen25_15b_base,qwen25_15b_base,29,full,empty,complete,view,blocks.3.hook_resid_pre,3,definition_target_swap,2,19,20,safe,dangerous,8.001910209655762,6.133519172668457,8.148582458496094,-1.3722047805786133,-14.198176383972168,-6.692452430725098
qwen25_15b_base,qwen25_15b_base,31,light,dark,bright,object,blocks.3.hook_resid_pre,3,definition_target_swap,2,9,10,hard,soft,10.503399848937988,10.281180381774902,10.339159965515137,-0.8242044448852539,-14.806512832641602,-3.7011280059814453
qwen25_15b_base,qwen25_15b_base,32,narrow,wide,thin,entry,blocks.3.hook_resid_pre,3,definition_target_swap,2,13,14,old,new,11.2926025390625,9.902610778808594,11.393965721130371,0.9182071685791016,-13.414386749267578,-4.429983139038086
qwen25_15b_base,qwen25_15b_base,35,shallow,deep,superficial,number,blocks.3.hook_resid_pre,3,definition_target_swap,2,13,14,old,new,9.784741401672363,8.95218563079834,10.158273696899414,1.4648685455322266,-13.687020301818848,-6.199703216552734
qwen25_15b_base,qwen25_15b_base,37,far,near,distant,cell,blocks.3.hook_resid_pre,3,definition_target_swap,2,10,11,soft,hard,9.389680862426758,7.845461845397949,9.633103370666504,2.009842872619629,-12.917135238647461,-7.081516742706299
qwen25_15b_base,qwen25_15b_base,0,small,big,tiny,marker,blocks.3.hook_resid_pre,3,definition_target_swap,3,20,21,dangerous,safe,10.089876174926758,6.494362831115723,10.304045677185059,0.8521475791931152,-12.688741683959961,-7.046525955200195
qwen25_15b_base,qwen25_15b_base,1,large,small,big,unit,blocks.3.hook_resid_pre,3,definition_target_swap,3,23,25,quiet,loud,10.515905380249023,8.669569969177246,10.283549308776855,-1.2460918426513672,-10.978760719299316,-1.0630989074707031
qwen25_15b_base,qwen25_15b_base,2,hot,cold,warm,slot,blocks.3.hook_resid_pre,3,definition_target_swap,3,5,6,fast,slow,7.092912673950195,4.594486236572266,6.884215354919434,1.1963715553283691,-11.9033784866333,-8.505264282226562
qwen25_15b_base,qwen25_15b_base,3,cold,hot,chilly,form,blocks.3.hook_resid_pre,3,definition_target_swap,3,27,29,full,empty,12.19146728515625,9.978981018066406,11.812416076660156,3.501168966293335,-14.567174911499023,-8.089363098144531
qwen25_15b_base,qwen25_15b_base,5,sad,happy,unhappy,shape,blocks.3.hook_resid_pre,3,definition_target_swap,3,14,15,new,old,8.76699161529541,7.745124816894531,8.745519638061523,1.7750399112701416,-16.48882293701172,-10.51873779296875
qwen25_15b_base,qwen25_15b_base,6,fast,slow,quick,step,blocks.3.hook_resid_pre,3,definition_target_swap,3,23,25,quiet,loud,8.877756118774414,8.393024444580078,8.814040184020996,-2.0350770950317383,-11.814177513122559,-1.3860759735107422
qwen25_15b_base,qwen25_15b_base,7,slow,fast,sluggish,label,blocks.3.hook_resid_pre,3,definition_target_swap,3,19,20,safe,dangerous,13.73853874206543,11.971363067626953,13.717226028442383,3.2796552181243896,-13.415760040283203,-4.724051475524902
qwen25_15b_base,qwen25_15b_base,8,bright,dark,shiny,symbol,blocks.3.hook_resid_pre,3,definition_target_swap,3,5,6,fast,slow,11.335858345031738,10.95973014831543,11.183833122253418,1.3854937553405762,-13.766016006469727,-4.191779136657715
qwen25_15b_base,qwen25_15b_base,9,dark,bright,dim,code,blocks.3.hook_resid_pre,3,definition_target_swap,3,11,12,strong,weak,7.456315994262695,7.039393424987793,7.098257064819336,-5.335511207580566,-15.980489730834961,-3.6055850982666016
qwen25_15b_base,qwen25_15b_base,10,hard,soft,tough,field,blocks.3.hook_resid_pre,3,definition_target_swap,3,2,2,hot,cold,9.448055267333984,8.082523345947266,9.530928611755371,-1.2367324829101562,-11.994245529174805,-2.674989700317383
qwen25_15b_base,qwen25_15b_base,11,soft,hard,gentle,signal,blocks.3.hook_resid_pre,3,definition_target_swap,3,24,26,clear,confusing,11.345891952514648,10.582443237304688,11.453547477722168,5.116393566131592,-10.38033676147461,-4.914287090301514
qwen25_15b_base,qwen25_15b_base,12,strong,weak,powerful,letter,blocks.3.hook_resid_pre,3,definition_target_swap,3,31,37,far,near,9.656061172485352,8.856163024902344,9.76895809173584,-0.14439105987548828,-13.484617233276367,-4.484063625335693
qwen25_15b_base,qwen25_15b_base,13,weak,strong,frail,path,blocks.3.hook_resid_pre,3,definition_target_swap,3,26,28,empty,full,14.195837020874023,12.489522933959961,14.129732131958008,6.046926021575928,-12.282675743103027,-5.840078353881836
qwen25_15b_base,qwen25_15b_base,14,old,new,aged,page,blocks.3.hook_resid_pre,3,definition_target_swap,3,7,8,bright,dark,14.574623107910156,9.29080581665039,14.12637710571289,1.93980073928833,-11.988969802856445,-4.637964725494385
qwen25_15b_base,qwen25_15b_base,15,new,old,fresh,marker,blocks.3.hook_resid_pre,3,definition_target_swap,3,4,5,sad,happy,10.033312797546387,8.323197364807129,10.257294654846191,0.6601276397705078,-14.075386047363281,-6.412316799163818
qwen25_15b_base,qwen25_15b_base,16,clean,dirty,neat,case,blocks.3.hook_resid_pre,3,definition_target_swap,3,27,29,full,empty,11.770861625671387,11.655635833740234,11.539112091064453,0.41374683380126953,-13.480070114135742,-2.2381815910339355
